,p_val,mean_eff_size,abs_eff_size,low_eff_size,upper_eff_size,band
"('T3', 'C4')",1.7821357413502654e-05,-0.38264210099343193,0.38264210099343193,-0.4869070904057988,-0.24847327954490767,alpha2
"('Fz', 'C3')",5.483053190659033e-06,-0.3824425184082031,0.3824425184082031,-0.4631366794341741,-0.29194102926294235,beta1
"('Fp1', 'Cz')",2.7208445547461333e-05,-0.38141234870313206,0.38141234870313206,-0.5549797763394975,-0.20741008368035402,delta
"('Fp2', 'Cz')",5.88552571934087e-06,-0.38107328079792696,0.38107328079792696,-0.4599922381941654,-0.31468092994547214,beta2
"('T3', 'C3')",1.4369905078819351e-05,-0.38104792009263444,0.38104792009263444,-0.5194471590006364,-0.25500940559698515,beta2
"('T3', 'P3')",1.782445380855019e-05,-0.3799038265826526,0.3799038265826526,-0.4852551673584745,-0.26745536578141904,beta1
"('O2', 'P3')",1.1252293969947984e-06,0.3795395617053353,0.3795395617053353,0.2879640822385361,0.5261673586475304,delta
"('Fp1', 'C4')",3.1978919032602202e-06,-0.37525686582157347,0.37525686582157347,-0.5259994988160194,-0.2736723328139668,theta
"('Fp2', 'Fz')",7.848746782952108e-05,-0.37478461847937594,0.37478461847937594,-0.4768939585481539,-0.22641994602034515,delta
"('T6', 'O2')",1.3788842211067706e-05,-0.37456150671679334,0.37456150671679334,-0.45907720884171066,-0.31434694046936656,beta1
"('Fp1', 'T3')",9.603715740582194e-05,-0.3729440373482384,0.3729440373482384,-0.4236788091687768,-0.30164009606191017,beta1
"('F7', 'Fz')",3.1978919032602202e-06,-0.3725450510400862,0.3725450510400862,-0.45239873687175164,-0.3189883042769591,theta
"('T5', 'P3')",1.427107045143714e-05,-0.372454822056144,0.372454822056144,-0.48032647137510126,-0.29646009504794135,gamma
"('Fp1', 'C4')",1.9960069427453948e-05,-0.37145377222991016,0.37145377222991016,-0.45051430452393426,-0.300198043058014,alpha1
"('F8', 'P3')",0.00013709098053342226,-0.37103808253045373,0.37103808253045373,-0.4716492381254993,-0.2520748429606682,alpha2
"('O1', 'C4')",3.8125656420574134e-06,0.3689587996466683,0.3689587996466683,0.18907785093153065,0.5699079049231468,alpha1
"('F7', 'Cz')",1.434001765303117e-05,-0.3681691285670231,0.3681691285670231,-0.5042947071332265,-0.3110141624431628,beta1
"('F3', 'Fz')",1.0345424943436061e-06,-0.36730284695265925,0.36730284695265925,-0.5549223212359874,-0.2097971191570761,beta2
"('F3', 'Cz')",5.685632400760815e-06,-0.36631263401238845,0.36631263401238845,-0.4908594541204587,-0.24456387017952433,alpha1
"('C3', 'Cz')",4.587334157879591e-06,-0.3661944368152305,0.3661944368152305,-0.44224103207985344,-0.254775677811893,beta1
"('T4', 'C4')",4.978085860130025e-06,-0.3660515754888932,0.3660515754888932,-0.428244056656092,-0.2979034504701288,theta
"('Fp2', 'F3')",7.279236070258012e-06,-0.3652655354122024,0.3652655354122024,-0.45384857647346344,-0.23603106176189653,beta2
"('F3', 'F8')",1.3103838186917186e-06,-0.3650480554707548,0.3650480554707548,-0.5111050146967804,-0.29160542871845324,alpha1
"('Fp1', 'T5')",1.786705764442664e-05,-0.3647310713624587,0.3647310713624587,-0.5268191259800208,-0.27166096811573753,alpha2
"('Fz', 'T4')",6.597896645420232e-05,-0.36426702836107017,0.36426702836107017,-0.43461499655549174,-0.2649318368376054,beta1
"('Fp2', 'C3')",1.5079199902497547e-05,-0.364262150369737,0.364262150369737,-0.48388914816038975,-0.24051703366679392,theta
"('F7', 'T3')",7.676957399219181e-06,-0.36392278754760843,0.36392278754760843,-0.4705442525722748,-0.29349282798988385,delta
"('T3', 'O2')",1.1334877533926008e-05,-0.3638695821478123,0.3638695821478123,-0.4653491453588464,-0.1870946900840981,alpha2
"('Fp1', 'F7')",1.8214324134274538e-05,-0.36331037105271263,0.36331037105271263,-0.46253071290906345,-0.3148527649279148,theta
"('O1', 'Cz')",0.00013193363971469778,0.36326564665616434,0.36326564665616434,0.32158029786934134,0.42598065133692636,beta2
"('Fp2', 'T4')",7.735688166349041e-05,-0.36184244432682416,0.36184244432682416,-0.4673869655469355,-0.2574425746442661,alpha1
"('Fp2', 'T4')",1.3788842211067706e-05,-0.3617220369468567,0.3617220369468567,-0.4828582295529798,-0.23218013900922127,delta
"('F4', 'C4')",1.434001765303117e-05,-0.3594179437015266,0.3594179437015266,-0.44657829975607677,-0.2963804889745669,beta2
"('O1', 'O2')",1.5027570093244613e-06,0.357857328380987,0.357857328380987,0.17484254442259067,0.4779405027236227,theta
"('F4', 'C3')",4.799465072829863e-05,-0.3577385176687428,0.3577385176687428,-0.43087226519180877,-0.25033725333219414,alpha1
"('F8', 'Pz')",8.868772296630361e-06,-0.35630764981183616,0.35630764981183616,-0.4863452535397147,-0.2429900366829067,alpha2
"('Fp2', 'F8')",4.8538371365715816e-05,-0.3558628045188518,0.3558628045188518,-0.4621673454375128,-0.24982332059247392,alpha1
"('T5', 'T6')",7.098507638785433e-05,-0.3556244911859241,0.3556244911859241,-0.4850702697223328,-0.275332829280767,alpha2
"('T4', 'T6')",7.457016627513198e-05,-0.35414874937868357,0.35414874937868357,-0.49620887936825875,-0.2683097396921465,beta2
"('T4', 'Cz')",8.918342372157951e-05,-0.35404118090191916,0.35404118090191916,-0.4368591877767358,-0.18924697860738576,beta2
"('O2', 'C3')",8.021035248104389e-06,0.3538331975672287,0.3538331975672287,0.21030733871858365,0.5234229399889361,alpha1
"('F3', 'C4')",5.906909529893195e-05,-0.35381916255968454,0.35381916255968454,-0.4714218033514107,-0.27795978092205975,beta1
"('Fp2', 'F8')",0.0004769447581499828,-0.3537007081292468,0.3537007081292468,-0.492724074978938,-0.29516404159976817,gamma
"('O2', 'C3')",0.00017621469123312982,0.35201374730176277,0.35201374730176277,0.2034040895442434,0.49864565360381286,beta1
"('T3', 'T5')",3.70009940017655e-05,-0.3512827181353538,0.3512827181353538,-0.47836095906679843,-0.21015212501647318,beta2
"('F3', 'C3')",0.00015382876770837629,-0.3510591148413419,0.3510591148413419,-0.43833249510693606,-0.2416630996945871,alpha1
"('T3', 'P3')",6.66428333905126e-06,-0.3502682447989748,0.3502682447989748,-0.4178281360237292,-0.2229965473554155,beta2
"('Fz', 'C4')",4.698244151981073e-06,-0.34930184794805624,0.34930184794805624,-0.4978002822612767,-0.2403034453875499,alpha2
"('Fz', 'O1')",2.7720630367114985e-05,-0.3490573440994609,0.3490573440994609,-0.44431054921721297,-0.25943823703192637,alpha2
"('T3', 'P4')",8.581134911875307e-05,-0.34347301501222505,0.34347301501222505,-0.4155030539214103,-0.25313183416598506,alpha2
"('T6', 'O1')",0.00022945232699927705,-0.34321904071628434,0.34321904071628434,-0.41439941031269295,-0.24780049032376678,alpha2
"('T5', 'T6')",0.00035391959541791296,0.3422090024907487,0.3422090024907487,0.23394709811373915,0.406094994589665,alpha1
"('O1', 'O2')",7.614321519326117e-05,0.34141351733232017,0.34141351733232017,0.23481746426024241,0.46998788581645456,beta1
"('F8', 'C3')",0.000425211166052465,-0.3407813828819958,0.3407813828819958,-0.44267720318458265,-0.1415225606122862,alpha2
"('Fp2', 'C3')",4.808067751966456e-05,-0.3407779116319465,0.3407779116319465,-0.494705903856386,-0.21511823232133886,alpha2
"('Fp2', 'C4')",1.782445380855019e-05,-0.3407075662200375,0.3407075662200375,-0.4568390465269815,-0.24268316175610544,beta2
"('T4', 'T5')",0.0002543530151325283,-0.33973210718917757,0.33973210718917757,-0.4328589632075748,-0.21623474678618093,alpha2
"('T4', 'O2')",0.0001563257066865736,-0.3393939872144553,0.3393939872144553,-0.4618037134003152,-0.2138626248654414,gamma
"('F8', 'Cz')",3.113096131067265e-05,-0.3393764878238728,0.3393764878238728,-0.48220625873205575,-0.2290975638563126,alpha1
"('Fp1', 'Fp2')",0.0002589377986075584,-0.33925845741592675,0.33925845741592675,-0.42814960619481596,-0.214172743764775,alpha1
"('F3', 'Pz')",7.912901363297914e-05,-0.3381656840377055,0.3381656840377055,-0.44267573063185905,-0.24018893203606273,beta1
"('C3', 'Pz')",0.00012799224966648234,-0.3378588880921798,0.3378588880921798,-0.40760412457451917,-0.2494093918876107,beta1
"('F3', 'F4')",0.000253170642321977,-0.33782593334589434,0.33782593334589434,-0.4878699836360714,-0.23776030289803268,theta
"('F8', 'T4')",0.0004411996657825823,-0.33746927909780833,0.33746927909780833,-0.4247285861381659,-0.23059098956090485,alpha1
"('F7', 'C4')",9.615559153444009e-05,0.3371062222156575,0.3371062222156575,0.16003841056174653,0.4817941022042469,gamma
"('T3', 'C3')",0.00028592851036781053,-0.33682549891517655,0.33682549891517655,-0.42095666627221995,-0.2585038472387994,alpha1
"('F3', 'Pz')",0.00015382876770837629,-0.3367022560093838,0.3367022560093838,-0.46523157016151206,-0.23406232289667725,alpha2
"('T6', 'Cz')",8.979017833540044e-05,0.33594049667897374,0.33594049667897374,0.1925798858884289,0.4373402990919394,alpha1
"('O2', 'Cz')",0.0001246569533409481,0.33576414217347395,0.33576414217347395,0.2684980221819845,0.41282797246938047,beta1
"('Fp2', 'Cz')",1.2691099413278464e-05,-0.33476115773785564,0.33476115773785564,-0.3988758290071849,-0.28808069221712584,delta
"('F8', 'P3')",0.00011967578568961517,0.3341579813874174,0.3341579813874174,0.23731556845627946,0.37880951672423246,gamma
"('F8', 'Cz')",6.269677755492797e-05,-0.3337103264899991,0.3337103264899991,-0.49505163084190706,-0.18015361880869968,beta1
"('F7', 'T6')",6.42542768010792e-06,-0.3334000836480747,0.3334000836480747,-0.43349926289446916,-0.17454310121115763,beta1
"('Fp2', 'Pz')",0.0007591440609490937,-0.33334707771680366,0.33334707771680366,-0.4702928190825813,-0.2346330728249501,alpha2
"('T6', 'Pz')",0.00020516620490683912,0.33211850081141325,0.33211850081141325,0.23444678206307282,0.47327324075002225,beta1
"('F4', 'Cz')",1.606781878882145e-05,-0.33192310649635137,0.33192310649635137,-0.4867350154011173,-0.20477102871430408,beta2
"('T4', 'P4')",2.00571573258394e-05,-0.331207454147706,0.331207454147706,-0.429210464341165,-0.2519574756035041,beta1
"('T6', 'P4')",6.269677755492797e-05,-0.3307173885475012,0.3307173885475012,-0.4745947066334431,-0.2701447643205923,gamma
"('Fp1', 'F4')",2.280756924498064e-05,-0.33018025370752513,0.33018025370752513,-0.46956086958391374,-0.2068736714868296,delta
"('O2', 'Pz')",0.00014653130734839897,0.32914799566701125,0.32914799566701125,0.1955931074463772,0.45565870784853,beta2
"('F7', 'T4')",0.00031371494176086426,-0.328188252503465,0.328188252503465,-0.43959950241676343,-0.20972102262715397,alpha2
"('Fp2', 'C4')",1.6746247115947116e-05,-0.32811730776775583,0.32811730776775583,-0.4616174299665401,-0.2511514476416373,delta
"('Fp1', 'Cz')",9.449037468402675e-05,-0.32810624920800247,0.32810624920800247,-0.431700485286227,-0.23573785559193816,theta
"('T4', 'T6')",0.00022945232699927705,-0.327647621515894,0.327647621515894,-0.4255035733168785,-0.2176515217273694,beta1
"('O1', 'P3')",7.370780110674259e-05,-0.32491126594148284,0.32491126594148284,-0.41544964942902574,-0.23925754156943604,gamma
"('O1', 'C4')",0.00011283250332214325,0.32408121830457515,0.32408121830457515,0.16266271118910258,0.4720959599675405,beta2
"('F8', 'C3')",0.00023662235357679284,-0.3234817160072231,0.3234817160072231,-0.3994100438434789,-0.2679850506095877,alpha1
"('Fz', 'T3')",0.00015522670934598078,-0.3231092137012992,0.3231092137012992,-0.409952284966014,-0.17883124598356348,delta
"('F4', 'C3')",0.0003568352445651895,-0.322980472894885,0.322980472894885,-0.44225632640792195,-0.22329846467435804,theta
"('F3', 'Cz')",0.00023750692282430185,-0.3226176302270673,0.3226176302270673,-0.3825276636716617,-0.22782564867588154,delta
"('O1', 'C3')",0.00027889184830489364,0.32112521338138195,0.32112521338138195,0.23565274711380402,0.37891275492203463,alpha1
"('F3', 'T3')",6.595806044420091e-05,-0.3208447462433298,0.3208447462433298,-0.5232138198474375,-0.14345680854860496,delta
"('F3', 'T3')",0.000381906354133504,-0.3207689992105935,0.3207689992105935,-0.3563726831315158,-0.24975910178164062,theta
"('F3', 'F4')",0.0005775193408709212,-0.32070963793121293,0.32070963793121293,-0.4111521544704416,-0.25353563150494945,beta2
"('Fp1', 'Fp2')",0.0001246569533409481,-0.3203629645190361,0.3203629645190361,-0.3815932279081301,-0.23329794053803243,beta1
"('P3', 'P4')",0.00018109461166869437,0.32018114119045965,0.32018114119045965,0.2282748132315502,0.402851089820264,alpha1
"('Fp1', 'C4')",0.0003475314293822933,-0.31982016122707707,0.31982016122707707,-0.4008196679893645,-0.18689813271075398,alpha2
"('Fp2', 'T3')",0.0006401869786173251,-0.31917984196228055,0.31917984196228055,-0.4160616390617658,-0.19601698956919408,alpha1
"('Fp2', 'O1')",9.806927117142704e-05,0.316192800636247,0.316192800636247,0.2577002617535653,0.4393259859310041,gamma
"('F8', 'T4')",0.0003735955432851067,-0.3160860879691382,0.3160860879691382,-0.44915201170935287,-0.23568479161913414,gamma
"('F8', 'C4')",0.00015339060871960428,-0.31550597975810135,0.31550597975810135,-0.4631190219494188,-0.23114827455631193,beta2
"('F4', 'C4')",6.877745028809047e-05,-0.31526177284393464,0.31526177284393464,-0.41105309272207075,-0.19908476202381614,alpha1
"('Fz', 'C3')",0.0003651320691881811,-0.315112020189847,0.315112020189847,-0.40706999902614316,-0.22276611074466168,delta
"('T5', 'P4')",0.00041043641623862855,0.3142963516342656,0.3142963516342656,0.2130975588831186,0.409235981121629,alpha1
"('O1', 'Pz')",0.00040062795423051467,0.31424888334708173,0.31424888334708173,0.22889287101316133,0.4506313030995837,alpha1
"('T5', 'O1')",0.0003616863519175772,-0.31415169160603257,0.31415169160603257,-0.48204521446243803,-0.21743551919883214,beta1
"('F3', 'C4')",0.000186447065886453,-0.31275966689265106,0.31275966689265106,-0.4212547523363236,-0.2260644090352585,alpha1
"('O2', 'P3')",0.0004527002789695019,0.31248240947080264,0.31248240947080264,0.14050836517785203,0.4087335763059628,beta1
"('T3', 'C3')",4.742846322256996e-05,-0.31224043584892625,0.31224043584892625,-0.45151805193218214,-0.1820257996464379,beta1
"('T4', 'T6')",7.765098013186348e-05,-0.31043595246039496,0.31043595246039496,-0.4468735170547149,-0.20704132916155368,gamma
"('F3', 'Pz')",0.00025226984184017993,-0.309679511860934,0.309679511860934,-0.44005261819302505,-0.21828975337564133,delta
"('T6', 'P4')",0.0002251423814120075,-0.3093125544328266,0.3093125544328266,-0.434563824969751,-0.23570709292168496,beta2
"('Fz', 'F4')",0.0014405766897413585,-0.3091325439024116,0.3091325439024116,-0.41372521408531127,-0.2184412516452111,delta
"('T4', 'Pz')",0.00018580503194926172,-0.30860045446031215,0.30860045446031215,-0.43274402647696175,-0.13776529633848433,alpha2
"('T5', 'O2')",0.001097575352076938,0.30837580082332994,0.30837580082332994,0.19483340431669266,0.4125462677262594,beta2
"('Fp1', 'F8')",0.0006198967446849918,-0.30808705793321767,0.30808705793321767,-0.3909794943794182,-0.2012309122403001,alpha1
"('F8', 'T4')",0.0007362224141470099,-0.30668202695490787,0.30668202695490787,-0.44178523774571066,-0.21416919424837616,theta
"('Fz', 'T3')",0.0009551334384843797,-0.3064473108068876,0.3064473108068876,-0.4550991513685564,-0.17004206425760876,theta
"('Fp2', 'Cz')",0.00044089848483520536,-0.306307554477471,0.306307554477471,-0.501440349587235,-0.18867236303126522,theta
"('T4', 'Cz')",0.0016868947515902663,-0.30563972487558655,0.30563972487558655,-0.4525187713894608,-0.1503475529087672,theta
"('Fp2', 'T4')",0.0005276032653128921,-0.3048222883607023,0.3048222883607023,-0.40067277110552174,-0.19028202624796603,beta1
"('F4', 'T4')",0.0015873704007431187,-0.30454341662335666,0.30454341662335666,-0.43396362330826704,-0.18183694794100175,alpha1
"('F4', 'T6')",0.00027705685830476377,-0.3044379893482444,0.3044379893482444,-0.38946072491355516,-0.1549196346100204,alpha2
"('O2', 'P4')",0.000381906354133504,-0.30256539333945975,0.30256539333945975,-0.39046315609605453,-0.2060542073536316,beta1
"('F4', 'T3')",0.0010298153842832301,-0.30238921820744075,0.30238921820744075,-0.47005686280157355,-0.1400594890891272,alpha1
"('Fp1', 'C4')",0.000181504382016436,-0.30181481997349724,0.30181481997349724,-0.4505722782052307,-0.19083082380622496,delta
"('O2', 'P4')",0.0002720458654271016,-0.30108045655876137,0.30108045655876137,-0.3902091343086574,-0.24226471806026023,gamma
"('F3', 'Fz')",0.0001718668219517216,-0.30105385071502055,0.30105385071502055,-0.3856999839550882,-0.17406561996174238,delta
"('T5', 'Cz')",0.0003334639584657054,0.3004365044712884,0.3004365044712884,0.20783743261324428,0.4037409567046506,alpha1
"('O2', 'P4')",0.00027552604695838255,-0.3001486365750298,0.3001486365750298,-0.4077445207703241,-0.2273794841728285,beta2
"('F7', 'F3')",6.595806044420091e-05,-0.2998491916194662,0.2998491916194662,-0.4050002065837411,-0.16845200404313612,delta
"('F8', 'T4')",0.0006719999406934992,-0.29880257014478906,0.29880257014478906,-0.40170185562428085,-0.21775711215954788,alpha2
"('F3', 'C3')",0.0007362224141470099,-0.297643249477652,0.297643249477652,-0.3699514829772704,-0.23291852223061704,theta
"('F3', 'F8')",0.00030521441714560923,-0.29740552893916183,0.29740552893916183,-0.41859415084155915,-0.21229751291065935,beta1
"('Fz', 'Pz')",0.0006192684388570092,-0.2958480581938719,0.2958480581938719,-0.3479930924088833,-0.2399529949069762,beta1
"('Fp2', 'T4')",0.0003568352445651895,-0.2938895912403325,0.2938895912403325,-0.34850637284813935,-0.20679685178254578,alpha2
"('F4', 'T4')",0.000171159024260139,-0.29355808131393446,0.29355808131393446,-0.43619460872215254,-0.16696464111728368,delta
"('O1', 'P3')",0.0005364550966213575,-0.2930755076275008,0.2930755076275008,-0.4126488788442566,-0.21970173994915337,beta2
"('T5', 'O2')",0.0006719999406934992,0.29299385744826295,0.29299385744826295,0.12742460168716851,0.4117521610485438,beta1
"('O1', 'P4')",6.967890606225813e-05,0.29252806987386626,0.29252806987386626,0.07939023827577707,0.44882969759020414,alpha1
"('O2', 'Cz')",0.0021519508866160875,0.291691219139116,0.291691219139116,0.1807226875501018,0.411181683800575,delta
"('F3', 'Pz')",0.0014843793250915501,-0.2914463171820013,0.2914463171820013,-0.40932723540409116,-0.18804399435441535,beta2
"('T6', 'P3')",0.003722129706119021,0.29085496822903195,0.29085496822903195,0.18382897414092236,0.40302976738078883,delta
"('T4', 'C4')",0.0027696148756200085,-0.2907622899177906,0.2907622899177906,-0.3771352776508055,-0.19320616103127464,gamma
"('F8', 'C4')",0.001062279955305301,-0.2906550366609874,0.2906550366609874,-0.4532980488972559,-0.19937060456286793,alpha2
"('Fp2', 'P4')",0.0019047958027322515,-0.29035811771353726,0.29035811771353726,-0.3663395251528181,-0.22908229819121206,alpha2
"('Fp2', 'T3')",0.0005814914229452533,-0.2901118782304236,0.2901118782304236,-0.4108355788668576,-0.19914017340614093,alpha2
"('F3', 'C4')",0.00013925868549558848,-0.28993076667420337,0.28993076667420337,-0.4342958988605672,-0.19141784114421695,theta
"('F4', 'Pz')",0.0016432557638715916,-0.2883287673541367,0.2883287673541367,-0.3218227508202498,-0.2234273625107071,beta1
"('T4', 'C3')",0.0005666830059709076,-0.28681031639220056,0.28681031639220056,-0.4122388469959366,-0.1971790866102805,alpha2
"('F3', 'Cz')",0.0003822538931561766,-0.28470858546285743,0.28470858546285743,-0.37476142189150485,-0.16333539521891713,theta
"('Fp1', 'Fz')",0.0024070394879885846,-0.2846885362778556,0.2846885362778556,-0.37017008466831236,-0.17108175571845793,gamma
"('T5', 'P3')",0.0003475314293822933,-0.2835966654152605,0.2835966654152605,-0.38305192236486557,-0.1302672170911282,beta2
"('T4', 'Cz')",0.005871077907755702,-0.28224025772598316,0.28224025772598316,-0.36363724086221516,-0.23926559582939766,alpha1
"('F8', 'T5')",0.0011065563483296397,-0.28121235464420247,0.28121235464420247,-0.3994939454938702,-0.1822756760873536,alpha1
"('Fp2', 'C4')",0.00037173098021245793,-0.28120713175782874,0.28120713175782874,-0.3926283609889169,-0.14479048972282815,alpha2
"('Fp1', 'Fp2')",0.00027705685830476377,-0.28088423169090765,0.28088423169090765,-0.4292505375082021,-0.1575346857069158,gamma
"('T4', 'C4')",0.0005951759587921788,-0.2801986775697167,0.2801986775697167,-0.36093809895775253,-0.18589579248283938,delta
"('F3', 'T5')",0.003985867441499777,-0.27903157050034383,0.27903157050034383,-0.3483687259800271,-0.1389506261858344,delta
"('T6', 'O2')",0.00042224776545564087,-0.2789947138403557,0.2789947138403557,-0.3977234851319118,-0.18795370412187312,gamma
"('T4', 'P4')",0.0005738359882877664,-0.2788988390891507,0.2788988390891507,-0.34884280389947353,-0.14642896570373443,theta
"('Fp1', 'P3')",0.0015307817955284287,-0.2785304151438672,0.2785304151438672,-0.37636256239191895,-0.1522427019071739,theta
"('O2', 'P3')",0.0015517820621809121,0.2779358179198574,0.2779358179198574,0.15720776819305468,0.3918169749905122,theta
"('Fp2', 'T5')",0.0020401320634611648,0.27680390885376294,0.27680390885376294,0.15102970368446883,0.42077580037493756,gamma
"('T5', 'O2')",0.0020297268905507134,0.27662630204529026,0.27662630204529026,0.20285513000926983,0.35157969593304544,theta
"('T3', 'T5')",0.0009122593953473813,-0.27647267767469685,0.27647267767469685,-0.40856024973401306,-0.21495164367447947,beta1
"('T5', 'C4')",0.0017583122883996095,0.27635912769390025,0.27635912769390025,0.17107481344678938,0.40447525165010334,alpha1
"('F7', 'F4')",0.0007045200669180391,-0.2761542632183793,0.2761542632183793,-0.36125038600228004,-0.16222556933049712,beta1
"('P3', 'P4')",0.0005795513900984389,-0.27518413718158197,0.27518413718158197,-0.36329119242194036,-0.20962254886698334,alpha2
"('C4', 'Pz')",0.00861051359444849,-0.2749396041080963,0.2749396041080963,-0.4067532898977127,-0.17537811267679765,alpha2
"('O2', 'P4')",0.0033958799834972178,-0.2744802190447075,0.2744802190447075,-0.4253050019455148,-0.12488962563189798,alpha2
"('P3', 'P4')",0.0028509298154075447,0.272221419410036,0.272221419410036,0.1652634728306981,0.34732180550081787,delta
"('Cz', 'C4')",0.0013836697443105111,-0.27096451200017924,0.27096451200017924,-0.4244901538600523,-0.12063782118104836,beta1
"('F7', 'T5')",0.0012928851613351854,-0.27075579812098177,0.27075579812098177,-0.3620057020794096,-0.13416700322676425,delta
"('Fp1', 'P4')",0.001414001111461294,-0.27038244456422406,0.27038244456422406,-0.3624788466102843,-0.11387820938355941,alpha2
"('F3', 'T3')",0.0002900389360125212,-0.2701578611188343,0.2701578611188343,-0.36026307054341,-0.19398564810312344,alpha1
"('F3', 'T4')",0.003065489177408627,-0.2699861767689387,0.2699861767689387,-0.35219491002380027,-0.12920402295683953,alpha1
"('T6', 'P3')",0.004035223914438591,0.2699232339021807,0.2699232339021807,0.16283433026901117,0.39518437976945686,theta
"('Fz', 'Pz')",0.004227611614058457,-0.26986745284748365,0.26986745284748365,-0.37938983058664677,-0.1653911557179447,alpha2
"('F7', 'T3')",0.003155393176544525,-0.2691169115690363,0.2691169115690363,-0.32519982861402635,-0.19895048563499995,alpha1
"('Fp2', 'Pz')",0.0032656678639507103,-0.26802817034274,0.26802817034274,-0.3704922650347128,-0.20053644788692646,theta
"('T6', 'C4')",0.004833647696085085,0.267655806702925,0.267655806702925,0.16823140170475273,0.3594812115781093,beta1
"('Fp1', 'Pz')",0.0034494553789390465,-0.2662532221306497,0.2662532221306497,-0.3209137179519673,-0.19478582761527868,alpha2
"('Cz', 'P4')",0.006195477171356158,0.266229442524101,0.266229442524101,0.16036275775253267,0.3879950073839273,alpha1
"('T4', 'Pz')",0.0008839812557063276,-0.26604984740432275,0.26604984740432275,-0.38422963590858394,-0.1168475753304169,beta2
"('O1', 'P4')",0.0020069503753507444,0.26569390169530593,0.26569390169530593,0.10950919532072045,0.4222069957072644,beta2
"('Fz', 'T5')",0.002930347868868162,-0.26538750201190553,0.26538750201190553,-0.37234262678607555,-0.1764743958187072,alpha2
"('T4', 'Cz')",0.003090477529881583,-0.265190651442129,0.265190651442129,-0.37138211844521496,-0.19406759361647635,delta
"('Fz', 'T3')",0.0002543530151325283,-0.2650231579935196,0.2650231579935196,-0.3514856021815819,-0.13301394191100643,beta1
"('Fp2', 'F7')",0.0023153217079195246,-0.2649979517216613,0.2649979517216613,-0.33922219551534477,-0.14557066607768476,beta1
"('F8', 'C4')",0.0004940691124885548,-0.2649780773426081,0.2649780773426081,-0.33953255562052626,-0.1376350293019865,beta1
"('F7', 'C3')",0.00045359835267973187,-0.26480956421837176,0.26480956421837176,-0.37264670129047595,-0.17607564825844357,beta2
"('F8', 'T5')",0.0016469236843165286,-0.26455764683465305,0.26455764683465305,-0.3400362609728019,-0.184753418408118,beta2
"('T6', 'O1')",0.00870364574439389,0.2643668990171109,0.2643668990171109,0.18475401581729212,0.3827843703251889,theta
"('F7', 'C3')",0.002790904358246335,-0.2639360771344513,0.2639360771344513,-0.3369366280929781,-0.20108662183112794,theta
"('F3', 'O1')",0.0002692112542986954,-0.2638966099989152,0.2638966099989152,-0.3279630839009523,-0.19924058991250138,alpha2
"('T3', 'Cz')",0.003948311620943885,-0.2624948497677414,0.2624948497677414,-0.3454010452439429,-0.19756888870003844,delta
"('F7', 'T3')",0.0025592248463985005,-0.26234721322461513,0.26234721322461513,-0.3493991249971617,-0.11235508633907168,theta
"('C4', 'P3')",0.004546599690716292,0.2621868533119526,0.2621868533119526,0.15469014571691542,0.39025659130266666,alpha1
"('Fp2', 'T4')",0.001458104751613761,-0.2620562442043465,0.2620562442043465,-0.3038463115000999,-0.20198890867105063,theta
"('C3', 'Cz')",0.004613959262837152,-0.2619862488633713,0.2619862488633713,-0.3495057950539478,-0.08876412926394117,alpha1
"('F7', 'C4')",0.0018222018345024386,-0.2613363350804878,0.2613363350804878,-0.3607506930141206,-0.15539347436244885,alpha1
"('T4', 'C3')",0.0030755172545132077,-0.2603038215351181,0.2603038215351181,-0.3554451471959035,-0.21379192344393433,theta
"('P3', 'P4')",0.00876533943073109,0.2595139922607456,0.2595139922607456,0.13313230623081035,0.3899142407199758,beta2
"('T4', 'P4')",0.0017708008936356925,-0.25801498289778396,0.25801498289778396,-0.3966941590643972,-0.07358699697658205,gamma
"('T6', 'Pz')",0.0014094561340959803,0.2577970817204993,0.2577970817204993,0.16840167858943658,0.3383136426068881,theta
"('T6', 'C3')",0.00021133497841731075,-0.25683516274362767,0.25683516274362767,-0.42055950094249883,-0.1567013248309104,alpha2
"('Fp1', 'F7')",0.003103790855121334,-0.25660712959813337,0.25660712959813337,-0.3234828440893454,-0.1555578975045563,delta
"('T6', 'Pz')",0.00829552618061808,0.256150415231119,0.256150415231119,0.13968047428384733,0.4047630771765628,delta
"('T6', 'C4')",0.0005113271764850349,-0.2559945961676172,0.2559945961676172,-0.43845258992134456,-0.12584509779246714,gamma
"('O2', 'C4')",0.0023153217079195246,0.2555947781497284,0.2555947781497284,0.1465194422101904,0.3671150820764863,alpha2
"('F7', 'Fz')",0.003567878807593643,-0.254558194816154,0.254558194816154,-0.3705545880479959,-0.10353634195001853,delta
"('O1', 'C4')",0.0014405766897413585,0.2541371143521139,0.2541371143521139,0.16621568958182376,0.3303198139863022,beta1
"('Cz', 'C4')",0.002225602885734916,-0.25370703321665505,0.25370703321665505,-0.3513675488947998,-0.14800099171648184,beta2
"('T3', 'Cz')",0.0010090557600386388,-0.2524578371400169,0.2524578371400169,-0.350629044234655,-0.18532282525454646,beta1
"('T3', 'T5')",0.002996524956977184,-0.2520847637683541,0.2520847637683541,-0.4077210266232083,-0.15804744428709672,gamma
"('T6', 'P4')",0.002122626830002262,-0.2508912173023031,0.2508912173023031,-0.4335020174821957,-0.1427432710082452,alpha2
