,corr_method,dice_coeff,sample_size
0,holm_bonferroni,0.5789473684210527,50
1,holm_bonferroni,0.4222222222222222,50
2,holm_bonferroni,0.5416666666666666,50
3,holm_bonferroni,0.3756906077348066,50
4,holm_bonferroni,0.4050632911392405,50
5,holm_bonferroni,0.37383177570093457,50
6,holm_bonferroni,0.4235294117647059,50
7,holm_bonferroni,0.4827586206896552,50
8,holm_bonferroni,0.49557522123893805,50
9,holm_bonferroni,0.4791666666666667,50
10,holm_bonferroni,0.45454545454545453,50
11,holm_bonferroni,0.5961538461538461,50
12,holm_bonferroni,0.6956521739130435,50
13,holm_bonferroni,0.4074074074074074,50
14,holm_bonferroni,0.47674418604651164,50
15,holm_bonferroni,0.5538461538461539,50
16,holm_bonferroni,0.416,50
17,holm_bonferroni,0.6233766233766234,50
18,holm_bonferroni,0.37333333333333335,50
19,holm_bonferroni,0.32653061224489793,50
20,holm_bonferroni,0.6201550387596899,50
21,holm_bonferroni,0.5739130434782609,50
22,holm_bonferroni,0.6534653465346535,50
23,holm_bonferroni,0.5230769230769231,50
24,holm_bonferroni,0.52,50
25,holm_bonferroni,0.5043478260869565,50
26,holm_bonferroni,0.5185185185185185,50
27,holm_bonferroni,0.4397163120567376,50
28,holm_bonferroni,0.5695364238410596,50
29,holm_bonferroni,0.36363636363636365,50
30,holm_bonferroni,0.4772727272727273,50
31,holm_bonferroni,0.5967741935483871,50
32,holm_bonferroni,0.3617021276595745,50
33,holm_bonferroni,0.423728813559322,50
34,holm_bonferroni,0.5217391304347826,50
35,holm_bonferroni,0.5346534653465347,50
36,holm_bonferroni,0.4375,50
37,holm_bonferroni,0.5714285714285714,50
38,holm_bonferroni,0.5393258426966292,50
39,holm_bonferroni,0.4036697247706422,50
40,holm_bonferroni,0.5,50
41,holm_bonferroni,0.42201834862385323,50
42,holm_bonferroni,0.3963963963963964,50
43,holm_bonferroni,0.5205479452054794,50
44,holm_bonferroni,0.5166666666666667,50
45,holm_bonferroni,0.5765765765765766,50
46,holm_bonferroni,0.49635036496350365,50
47,holm_bonferroni,0.45,50
