,p_vals_full,mean_eff_size,abs_eff_size,p_vals_sz_20,eff_size_sz_20,freq_repr_sz_20,p_vals_sz_25,eff_size_sz_25,freq_repr_sz_25,p_vals_sz_30,eff_size_sz_30,freq_repr_sz_30,p_vals_sz_40,eff_size_sz_40,freq_repr_sz_40,p_vals_sz_50,eff_size_sz_50,freq_repr_sz_50,p_vals_sz_70,eff_size_sz_70,freq_repr_sz_70,band
"('C3', 'Cz')",2.03934384331258e-16,-0.7427807309000625,0.7427807309000625,0.7750830443083302,-0.8840625673993504,0.058,0.5957359090234536,-0.8654511637739973,0.166,0.45001663411576265,-0.837193920189182,0.288,0.1395006502888526,-0.8168559706290363,0.632,0.0460627955605078,-0.7998340130925552,0.858,0.0007234153972110228,-0.7998778152732002,1.0,alpha2
"('Fp2', 'F4')",1.252249771932295e-15,-0.7367099659298801,0.7367099659298801,0.8107175947104915,-0.8351642335549596,0.058,0.6668922606716577,-0.8021085475849553,0.118,0.4695417160663585,-0.8128654972619892,0.284,0.2071412338815074,-0.7902986658971023,0.562,0.05501396030057247,-0.7796018161688695,0.814,0.002398682602593584,-0.7702206176004496,0.99,beta1
"('F7', 'O2')",1.6409720572823498e-16,-0.7322788733220191,0.7322788733220191,0.745303446501499,-0.8969789431830054,0.08,0.5867460188021405,-0.8623720049189754,0.178,0.4316908503082846,-0.8439182544608634,0.318,0.17910024133580163,-0.8205519566859875,0.606,0.045638907946063005,-0.8115384146156877,0.848,0.001880566093118095,-0.7944481281396337,0.99,alpha2
"('F3', 'F8')",8.590903132046549e-15,-0.730526042128705,0.730526042128705,0.817431596016001,-0.8193701210370917,0.038,0.6904460163284667,-0.7890246529021603,0.1,0.5401468941613148,-0.7718561417848335,0.184,0.21985771071113114,-0.777989608659713,0.498,0.07355019583924098,-0.7638813818427265,0.758,0.002939949062279826,-0.7486511738773357,0.99,alpha2
"('F4', 'F8')",4.2150819239459054e-15,-0.7232857103013431,0.7232857103013431,0.6691062309834293,-0.9389635891431746,0.166,0.5717677311538468,-0.8938758552518725,0.242,0.4913867582012606,-0.8589368266171717,0.33,0.25406145452810247,-0.8384659973444132,0.544,0.13911511752363157,-0.8018168905294524,0.712,0.010080751710587638,-0.7840073119766334,0.958,alpha2
"('T3', 'Cz')",2.879389582349808e-14,-0.7088862401925016,0.7088862401925016,0.8614640670437299,-0.8008003108707475,0.022,0.7400714595452983,-0.7748814309076206,0.068,0.580791253583148,-0.7623035947877994,0.15,0.23693266807546087,-0.7475807851928581,0.44,0.079544865752292,-0.7443546371871924,0.762,0.0016529215987118647,-0.7284509112494539,0.996,alpha2
"('Fp2', 'Fz')",1.416726548978023e-13,-0.7018567542422666,0.7018567542422666,0.8893175688797094,-0.7639635172080298,0.018,0.764847257145514,-0.733975416574646,0.058,0.5974243842453779,-0.7397341853949229,0.154,0.32650043545082025,-0.7186725618210219,0.396,0.12583378495622088,-0.714281231693488,0.676,0.00629912666840311,-0.708225227198695,0.972,beta1
"('Fp1', 'F3')",3.500366440351932e-13,-0.6940589696509972,0.6940589696509972,0.9141932106076905,-0.7965895916864055,0.016,0.7746413538133525,-0.7813611755948969,0.042,0.6057693884795431,-0.7647986384942054,0.12,0.2494059120053467,-0.7417101429225349,0.374,0.054504333054263894,-0.7292514923078542,0.754,0.00161905698685902,-0.7106171090095592,0.996,alpha1
"('Fp1', 'T6')",8.373662856942569e-13,-0.6876274458422492,0.6876274458422492,0.8793777881417041,-0.7431390623106545,0.016,0.7609250230268197,-0.7330117791468002,0.084,0.6450164228124471,-0.7159894994107207,0.116,0.36873863777186505,-0.7044042088261953,0.352,0.1738084470336835,-0.7006174203089337,0.612,0.01571576985709259,-0.6827894031680536,0.944,alpha2
"('Fp2', 'F4')",8.743494788927756e-14,-0.6790386975001331,0.6790386975001331,0.8480760554598096,-0.7890488281271912,0.04,0.7214965427833209,-0.7657502633098835,0.078,0.5292293075266702,-0.777302491697485,0.224,0.30849834025279815,-0.7418781972307132,0.448,0.12808158395969707,-0.7340132461362997,0.682,0.011997137245673485,-0.7173283935648327,0.96,beta2
"('F4', 'Cz')",1.042552284496028e-12,-0.6721821945349525,0.6721821945349525,0.8644218930746651,-0.76207536603616,0.026,0.7761671544256645,-0.7326757298515137,0.088,0.6243755755067842,-0.7433095015479823,0.176,0.3951604702422896,-0.7141599863138511,0.372,0.17975877323030287,-0.7032538763575231,0.612,0.022056045216218307,-0.6907753916357091,0.936,alpha2
"('T6', 'O2')",1.1664547330333595e-14,-0.6695962549655596,0.6695962549655596,0.7814574487025951,-0.8478255583656108,0.048,0.6560780031367744,-0.8085988570921341,0.134,0.5041835158781407,-0.7891682105484612,0.23,0.27409714464186985,-0.774302815868586,0.492,0.1229742890556463,-0.7575251046342618,0.714,0.007812171987460547,-0.7460933071335535,0.976,alpha2
"('Fz', 'F4')",2.3874343287672924e-12,-0.6656840577419331,0.6656840577419331,0.9030040320144789,-0.7358810173561149,0.008,0.8091221858087183,-0.7162528265180984,0.056,0.6607653354861267,-0.7287684159625918,0.128,0.4225439752531798,-0.6897002712006225,0.312,0.1696875764024909,-0.6927980912838355,0.588,0.01851755539853569,-0.6807544102988374,0.952,beta1
"('F8', 'O1')",2.2707509767979533e-11,-0.6640409343149039,0.6640409343149039,0.8862822636819939,-0.72403094031813,0.03,0.8099691531375929,-0.7000991486681863,0.052,0.7386122242604447,-0.6595980988040998,0.09,0.4856366591242304,-0.6593803733788691,0.264,0.29463026522692576,-0.6498428018084244,0.452,0.05330373988704632,-0.640987143696242,0.842,alpha2
"('Fp1', 'Fz')",7.064270125284337e-11,-0.6513028102317551,0.6513028102317551,0.949023723168756,-0.6781546646504762,0.004,0.8682197615609865,-0.6553238458453517,0.022,0.7523086404883759,-0.6607279603637206,0.054,0.499176440027214,-0.6408826563465981,0.188,0.25687367408426326,-0.6420757728313123,0.464,0.040031994401788,-0.6370478824018803,0.87,beta2
"('T3', 'C3')",6.423481664086774e-12,-0.6475531139866987,0.6475531139866987,0.9189558987798504,-0.7306729212191662,0.008,0.8361667341202044,-0.7069678975411777,0.034,0.726744022624613,-0.6934955959345969,0.068,0.40877197017799927,-0.678078977890198,0.272,0.17594317741915502,-0.6733765018656939,0.536,0.011115558348244728,-0.6591346071216252,0.952,alpha2
"('F3', 'T6')",1.0566779873429962e-10,-0.635867931723243,0.635867931723243,0.9125958416604526,-0.686457561037803,0.014,0.8175712509515248,-0.6937191721752279,0.052,0.7717545768567098,-0.6491333079143495,0.072,0.5263995599512767,-0.6453787589330234,0.222,0.3313653884539809,-0.6363849186255989,0.408,0.0672737407969755,-0.6215963275323544,0.812,alpha2
"('F4', 'F8')",1.7009813923780867e-10,-0.6353826994552234,0.6353826994552234,0.8850874336799487,-0.708308437638056,0.022,0.8277624825918931,-0.6739161502270039,0.056,0.6631006616639378,-0.6928924547236354,0.13,0.539261081268429,-0.6529994838483894,0.26,0.34751705294309143,-0.6489685882239903,0.436,0.08818808082458561,-0.6338193833805139,0.764,beta1
"('F4', 'F8')",3.086453025711603e-12,-0.6333332995494809,0.6333332995494809,0.9134602106487464,-0.7273904833831248,0.01,0.8368636838006276,-0.6984159772334103,0.022,0.6581436028989154,-0.7151191662961164,0.114,0.39187244114557196,-0.6820358179063625,0.28,0.17352381620327265,-0.6831202303418332,0.578,0.015651804383331268,-0.6765134229340926,0.926,beta2
"('Fp1', 'F3')",3.884100738353504e-11,-0.6302559796452601,0.6302559796452601,0.915570995283826,-0.6985728501599633,0.016,0.831591129860494,-0.6932190053235664,0.06,0.7111219583592209,-0.6855696311976537,0.09,0.47780648982911855,-0.6651475480604339,0.244,0.27470695000099177,-0.6467221459907314,0.47,0.05006347485081626,-0.6346812104454252,0.834,beta2
"('Fp1', 'Fp2')",1.3777598345140836e-10,-0.6280648823002912,0.6280648823002912,0.8688467797522722,-0.7474048292965888,0.064,0.7831607730711644,-0.7149735052186463,0.078,0.7142468042712827,-0.6850955160606452,0.146,0.48972783653586327,-0.6831609875902361,0.3,0.32265436420798815,-0.6570326814658466,0.422,0.08561180873011481,-0.6422851669117952,0.776,alpha2
"('Fp2', 'O2')",1.0209125706264268e-11,-0.6243891259721346,0.6243891259721346,0.876938017692092,-0.7557868102282014,0.02,0.7877120507802603,-0.7249015050295168,0.07,0.6704008074098472,-0.7075320511014411,0.144,0.4478278074304408,-0.6875012199792006,0.314,0.23169811999413295,-0.6737563561904139,0.524,0.05135775458840207,-0.656584154161932,0.87,alpha2
"('Fp1', 'F7')",2.4983410455045143e-11,-0.6198146712306867,0.6198146712306867,0.9212910867602716,-0.682479028089594,0.022,0.8417136793862048,-0.6747862896471188,0.036,0.7082866881782361,-0.6904422525544139,0.112,0.4708179502611001,-0.6663740722028596,0.258,0.24810812947518865,-0.6577490940457317,0.492,0.026421106626811283,-0.6561104072266107,0.89,beta2
"('F3', 'Fz')",7.362452449394248e-11,-0.6196856466981837,0.6196856466981837,0.9372722317806725,-0.6839881523866606,0.006,0.8745489635389124,-0.6608632131241484,0.024,0.7616576537853842,-0.6609897067840917,0.072,0.5138056333044841,-0.6502786835228715,0.214,0.26354666731909565,-0.6501755882344198,0.45,0.03188412479998204,-0.6395123940715483,0.88,beta1
"('Fp1', 'Cz')",2.4081428916301156e-10,-0.6182237973064693,0.6182237973064693,0.9494130320708767,-0.6712703980727306,0.006,0.8953983729710484,-0.6388433101294222,0.012,0.8130374146818089,-0.6415991552586656,0.032,0.5609463603380475,-0.6298384882269585,0.174,0.31544160699586093,-0.6232919277538411,0.386,0.05150240789878617,-0.6151892852747312,0.818,beta1
"('F4', 'C3')",2.9037706599428627e-09,-0.6149151205002962,0.6149151205002962,0.9462732558024387,-0.6386895726920115,0.016,0.8705774381938803,-0.6278371603498241,0.028,0.7943019506128892,-0.6172597310184404,0.058,0.6436111667365603,-0.5983868192716004,0.168,0.40348640445396666,-0.5970808940900173,0.328,0.12327364916579074,-0.5864674555297599,0.682,alpha2
"('F3', 'Cz')",6.265425140401433e-12,-0.6147700321710461,0.6147700321710461,0.8490729205268172,-0.775003062691689,0.042,0.7069714353672656,-0.7639220728722239,0.108,0.5999215658567348,-0.73955333471781,0.16,0.3672572585887379,-0.7334692698638171,0.422,0.24663481417301797,-0.7089845732749329,0.594,0.05047537822886692,-0.6823760884662688,0.836,alpha2
"('Fp1', 'Fz')",1.2882153957085873e-10,-0.61065583666645,0.61065583666645,0.9336288479072412,-0.6971515698026988,0.006,0.8873790496795819,-0.6622615808689951,0.016,0.7482023846694601,-0.6690511688891322,0.06,0.5300476279059744,-0.6449456916300279,0.202,0.2672347072917721,-0.6420894190446299,0.442,0.051710810300209936,-0.62134933856072,0.842,alpha1
"('Fp2', 'F4')",5.570247067171343e-10,-0.6093020970359795,0.6093020970359795,0.9381694762535164,-0.657139755797076,0.01,0.8814668934534892,-0.6363880304850338,0.012,0.7408670218240131,-0.6490151354539043,0.08,0.5513313673865996,-0.6365476207725049,0.226,0.3767137509076608,-0.6080516804981876,0.338,0.09338263356919337,-0.6073915553227476,0.742,gamma
"('F7', 'F3')",1.958898881362365e-10,-0.6082514175460711,0.6082514175460711,0.9535952405516543,-0.6948639833086737,0.008,0.9138510231322111,-0.6594360149272995,0.01,0.7996729292694511,-0.6674409466161251,0.04,0.5286854472987349,-0.6418039273571181,0.138,0.2593476881855655,-0.6304766385092638,0.376,0.02099189575249118,-0.6292796674562646,0.904,beta1
"('Fp2', 'O1')",1.2958785093416936e-07,-0.5978167045649205,0.5978167045649205,0.9587578040125052,-0.6194837012274377,0.002,0.900146169431938,-0.5858806255339075,0.016,0.8519008750618078,-0.5739071293981851,0.04,0.7132192805265126,-0.5529180568962366,0.108,0.5606929511724027,-0.5444416962016865,0.212,0.2875701442030458,-0.5284578199655146,0.484,alpha2
"('T5', 'O1')",5.532981819061396e-09,-0.5929618589896284,0.5929618589896284,0.9066761287125054,-0.7000086687553757,0.038,0.8532014012045827,-0.6501520256571471,0.048,0.745957905179754,-0.6471866215143205,0.072,0.5739560624660879,-0.6232877750642384,0.216,0.44851948722368823,-0.6059239062136468,0.332,0.16083005021195523,-0.597909352170874,0.658,alpha2
"('F8', 'T5')",3.0457178974768275e-10,-0.591377306093348,0.591377306093348,0.9353576143361401,-0.6841055442781266,0.016,0.8854856525325018,-0.6580853413453426,0.018,0.7858756478296527,-0.6348796945812571,0.06,0.5672317768973303,-0.6300098138787416,0.182,0.33384951408026725,-0.6192262801405141,0.386,0.07172127943137019,-0.6113851109567301,0.788,alpha2
"('Fz', 'T3')",1.4744054479066784e-10,-0.5907702152374418,0.5907702152374418,0.913799893463916,-0.6770938181174763,0.02,0.8551645112401179,-0.6587806463219341,0.034,0.7725070968435516,-0.651898335807507,0.088,0.5332259711230836,-0.6319741127736666,0.252,0.32423056848454246,-0.6344232917879048,0.43,0.05619052023272711,-0.6272917525887551,0.806,alpha2
"('Fp1', 'F7')",1.0714768907092411e-10,-0.5852360106213061,0.5852360106213061,0.9385740456030887,-0.6711161535615024,0.008,0.8355844115049927,-0.673614976275807,0.034,0.7303713129512073,-0.6783419830399382,0.08,0.5211667357833483,-0.649582545609059,0.232,0.2895196716095583,-0.6362261264635577,0.408,0.04102312109471605,-0.6413700339149498,0.864,beta1
"('F7', 'Fz')",7.318807878950333e-09,-0.5834138423785026,0.5834138423785026,0.9480314681720658,-0.6286798951280567,0.0,0.911291225124237,-0.5943301138172519,0.02,0.8209017988910915,-0.6112780157672393,0.044,0.6801899781304147,-0.5844289937838149,0.114,0.45150862481269083,-0.582094516126609,0.248,0.13782900213254398,-0.5718952124229554,0.648,alpha1
"('F7', 'F3')",4.450319444339564e-10,-0.5826602156248039,0.5826602156248039,0.9486637698624472,-0.6922572264403158,0.002,0.8537131628902065,-0.6762809236941546,0.038,0.7440902100221557,-0.6774099314542651,0.068,0.5354591101034218,-0.6369777760485444,0.192,0.32326466095588763,-0.634364406016984,0.422,0.0736137314402073,-0.6214255748458892,0.772,alpha1
"('Fp1', 'F4')",1.0615151571565756e-08,-0.5818783736603249,0.5818783736603249,0.9535588157939451,-0.6279418770315763,0.008,0.9090963856742552,-0.5893521820776074,0.02,0.8268549111542182,-0.6002441924910893,0.046,0.6703283716418269,-0.5826421710518411,0.12,0.4439257613643448,-0.5757677177512632,0.246,0.1562440374026716,-0.5651099167895711,0.628,beta1
"('F3', 'Cz')",1.2166231367935043e-09,-0.5810289971450621,0.5810289971450621,0.9348310399713603,-0.6716998749578349,0.006,0.8916007976644481,-0.6429644435947336,0.032,0.8132752590464956,-0.6399923667137443,0.062,0.5704441325929483,-0.6315709785635255,0.176,0.3474394446056931,-0.6204708596166595,0.364,0.07184059673562587,-0.6111123668164132,0.774,beta1
"('Fp2', 'T6')",4.074411262609961e-09,-0.5790641087403892,0.5790641087403892,0.9380693652596411,-0.6361499639948678,0.006,0.866115823690716,-0.6325355938546703,0.034,0.8232005310147947,-0.6043812049116041,0.064,0.628174373656137,-0.5953184472222658,0.168,0.4378990526148291,-0.5943998361432499,0.302,0.14052482373359718,-0.5752835216950702,0.678,alpha2
"('Fp2', 'F8')",7.42854070754401e-10,-0.5790062114439863,0.5790062114439863,0.8200253443467445,-0.7641846952262799,0.058,0.7279423332217151,-0.7306099098887915,0.108,0.679976664350272,-0.698757209904608,0.17,0.5102645004891782,-0.68613727617226,0.318,0.40278081351128914,-0.6537884759861202,0.406,0.13848345539898543,-0.6308917590337627,0.686,alpha2
"('Fp2', 'Cz')",6.450903119907651e-10,-0.5759349339422155,0.5759349339422155,0.9372693989857791,-0.6666386406403443,0.008,0.8787374827720515,-0.6322438891607839,0.014,0.7791376986180226,-0.6341040325608597,0.076,0.5833165964088258,-0.6183192894764132,0.2,0.40131457186364106,-0.6136839388419306,0.36,0.09386865507442349,-0.605325394961531,0.74,beta1
"('Fp1', 'F8')",7.931636473249787e-09,-0.5752831768527984,0.5752831768527984,0.9114366197797276,-0.6654916491126178,0.02,0.839280646955738,-0.6481679052793459,0.046,0.7669346967244632,-0.6436219521938606,0.064,0.5688653772423744,-0.629229947224733,0.226,0.45206939067324664,-0.6036219082738463,0.336,0.17573260471864935,-0.5823957864161753,0.638,alpha2
"('Fp1', 'F7')",9.825724655838025e-09,-0.5727162101911445,0.5727162101911445,0.9719130800504224,-0.6120274321465357,0.0,0.9172883860307272,-0.606989589025547,0.016,0.8394572081479543,-0.62382468046967,0.038,0.6802909103375779,-0.5876266709080225,0.116,0.4640869980920595,-0.5849165998951463,0.282,0.11902306183845242,-0.5757191591587718,0.658,alpha1
"('Fp1', 'C3')",3.4329856406890375e-10,-0.5724087328543774,0.5724087328543774,0.9538256142604538,-0.6568430415497177,0.01,0.9017192289986832,-0.6332317374252935,0.012,0.8047759176918751,-0.636251148035328,0.036,0.5659910870574453,-0.6256459190454238,0.164,0.3229821151635623,-0.6172230775845735,0.396,0.04422144734043585,-0.610537867696047,0.84,beta1
"('Fp1', 'F4')",6.672557271319429e-10,-0.5698264304839828,0.5698264304839828,0.9226166799832879,-0.6785960451486515,0.016,0.8986996688978321,-0.6489386547316074,0.028,0.7894257150950071,-0.6512406355610304,0.076,0.5901635482509392,-0.6316515805102186,0.152,0.3498511402641351,-0.6179381092536701,0.336,0.06192298659232055,-0.6059461286198813,0.794,alpha1
"('Fp2', 'F3')",2.1381793811794544e-09,-0.5692983449414406,0.5692983449414406,0.9481216797366703,-0.6601154354753368,0.012,0.8937774164302893,-0.6509488556490548,0.032,0.7991128665794293,-0.6396238639541011,0.044,0.6039426456246919,-0.6245195933207996,0.156,0.3846626309119492,-0.6067750182894308,0.31,0.08490998147025398,-0.5941357968875854,0.74,alpha1
"('C3', 'C4')",8.466179276918277e-10,-0.5688930873601767,0.5688930873601767,0.9148326167668694,-0.6862604175812854,0.03,0.8526215518726562,-0.6440851910156624,0.04,0.7842580876684687,-0.6337556522700479,0.074,0.5469580810851903,-0.6376301510515754,0.198,0.34863720815745747,-0.6277527524485956,0.378,0.10162645602562001,-0.6129377327971433,0.754,alpha2
"('F3', 'Fz')",2.4244631873739403e-09,-0.5688461531833403,0.5688461531833403,0.8713934466117672,-0.7221433581417432,0.032,0.8060991665887335,-0.6711053785297032,0.064,0.6834439050284775,-0.678705150332041,0.12,0.553457454974061,-0.6442400074303235,0.268,0.37389047596131236,-0.6388046419414134,0.434,0.19403785622429748,-0.6152268058612691,0.64,alpha1
"('O2', 'P3')",1.0348611874953996e-08,0.567543736598783,0.567543736598783,0.9463453946882954,0.6087257298281161,0.012,0.8960324887355128,0.6225903701519548,0.026,0.8159102758892371,0.6195483062079636,0.044,0.6419377677533431,0.598491149268453,0.138,0.49493667261914037,0.574050676329012,0.25,0.14310755884757126,0.5733802919917147,0.636,alpha1
"('Fp2', 'F4')",4.54053440385842e-09,-0.5656969508366434,0.5656969508366434,0.944770424155419,-0.6687765512848595,0.008,0.8970476812359798,-0.6486003522625382,0.032,0.8008725545417601,-0.6360505129669283,0.056,0.6289762220784901,-0.6161394236234778,0.132,0.43005595658177515,-0.5965528245815,0.262,0.1103628196694809,-0.5842960432173204,0.666,alpha1
"('O1', 'O2')",1.4308417218333986e-08,0.556691406335439,0.556691406335439,0.8987808640640316,0.6955686517353304,0.036,0.813363015456061,0.6738882456284855,0.07,0.7205502787709519,0.6613591608160078,0.114,0.5146320908054589,0.6531692535098426,0.288,0.44371325698189956,0.6095541840177061,0.376,0.2218382724852076,0.5947463291657662,0.606,alpha1
