,p_vals_full,mean_eff_size,abs_eff_size,p_vals_sz_20,eff_size_sz_20,freq_repr_sz_20,p_vals_sz_25,eff_size_sz_25,freq_repr_sz_25,p_vals_sz_30,eff_size_sz_30,freq_repr_sz_30,p_vals_sz_40,eff_size_sz_40,freq_repr_sz_40,p_vals_sz_50,eff_size_sz_50,freq_repr_sz_50,p_vals_sz_70,eff_size_sz_70,freq_repr_sz_70,band
"('Fz', 'F8')",4.1712743912167138e-16,-0.7384040457532092,0.7384040457532092,0.12218071097598276,-0.8834161667770819,0.422,0.06611145906765545,-0.8431772008221294,0.624,0.04260948692777255,-0.8111320840014858,0.786,0.009516018834465434,-0.7844327610380307,0.97,0.0020975190032428365,-0.7715812185279386,0.998,6.58504192033378e-05,-0.7632247986381829,1.0,alpha2
"('F3', 'F8')",3.974687325703355e-16,-0.7351025865073967,0.7351025865073967,0.12589336033930534,-0.8272916165348303,0.394,0.06304393354399349,-0.7976878125222335,0.636,0.03918824837184306,-0.7755232527818983,0.8,0.009382066653347688,-0.757544764980251,0.964,0.0015893211669645803,-0.7550099744826043,0.998,5.072872964252594e-05,-0.7516001625251162,1.0,alpha2
"('T3', 'Cz')",1.0901190277612426e-15,-0.7348697569074596,0.7348697569074596,0.12966838830416436,-0.7888027484910547,0.326,0.05792345140859585,-0.7723138117824047,0.61,0.032793567379659265,-0.7514774861141889,0.83,0.007304065783348775,-0.7493643524324499,0.984,0.0010352443182989391,-0.743196985029183,1.0,3.1734167342921365e-05,-0.7304177663112321,1.0,alpha2
"('Fp1', 'O2')",2.88898218155587e-16,-0.7235561902973503,0.7235561902973503,0.12439904277215091,-0.8555526032832833,0.37,0.06623322133305166,-0.8242722470883787,0.622,0.031020581772368237,-0.8097960505018832,0.812,0.008754693352888875,-0.7799681838789233,0.958,0.001293788436379754,-0.7713149262421319,1.0,5.4563917912718876e-05,-0.7584974295259556,1.0,alpha2
"('Fp2', 'F4')",3.194738480569757e-15,-0.7222896384331405,0.7222896384331405,0.14255928195550277,-0.7931765636462265,0.334,0.07112488883102068,-0.7639519885508552,0.57,0.04132592014026167,-0.750217080689767,0.75,0.01018309081297088,-0.733756957752523,0.944,0.002101150464446591,-0.7311800588839973,0.996,9.320654004086708e-05,-0.7238337678656449,1.0,beta2
"('F7', 'Cz')",1.08682237271944e-15,-0.7183009984537375,0.7183009984537375,0.1377525609559807,-0.8616970620368728,0.392,0.06465899647098566,-0.8213945964164079,0.634,0.04821985473791453,-0.7933022873216817,0.73,0.014634089520653237,-0.7773877836476182,0.928,0.0024874508210718034,-0.7720528170930391,0.992,0.00014287917910863976,-0.7491949706918021,1.0,alpha2
"('Fp2', 'F7')",5.251521008334362e-16,-0.7076979168256182,0.7076979168256182,0.12817149177903722,-0.8317376220337134,0.384,0.07008104022267408,-0.7931277334855183,0.612,0.04393515074071218,-0.7691972683698645,0.764,0.011599658670696508,-0.7665265454757133,0.948,0.0021325468890250714,-0.7584422451403754,0.996,6.380119821875451e-05,-0.7545213539181355,1.0,alpha2
"('Fp1', 'F3')",1.1957587411818672e-14,-0.693195548407396,0.693195548407396,0.1135981283400856,-0.8106070965387043,0.29,0.05997575802944558,-0.7698639067268531,0.578,0.027998244555923466,-0.768894069059698,0.846,0.005736642114055939,-0.7377927002553811,0.99,0.0010162953804219587,-0.7291067667521287,1.0,2.6065723241941944e-05,-0.7157770797218054,1.0,alpha1
"('Fz', 'F4')",7.433369466860318e-14,-0.6848086686879095,0.6848086686879095,0.15948140027204133,-0.7543916020067798,0.272,0.08361021646970725,-0.755171679738226,0.526,0.05334893496447235,-0.701732209397678,0.68,0.013576539943813748,-0.7143368158313885,0.952,0.0026004298879098832,-0.6964456361795208,0.994,0.00015859060421682223,-0.6869272484909025,1.0,beta1
"('F3', 'Cz')",1.8380444520730228e-13,-0.6802546600000005,0.6802546600000005,0.17087218715732339,-0.7927741747452981,0.354,0.09423722653127982,-0.763953256532217,0.574,0.06806508074412243,-0.7321181145701664,0.704,0.024817615354131167,-0.7165696002646663,0.866,0.007375689378514737,-0.7154732734446724,0.962,0.00044731345524773493,-0.6854375724089238,1.0,alpha2
"('Fp2', 'Fz')",5.002276272460086e-15,-0.6708731899728959,0.6708731899728959,0.14441500908107782,-0.7604676066176997,0.266,0.06964903904061266,-0.7631214968116065,0.578,0.04370570493332768,-0.726367219742271,0.748,0.008904885075768679,-0.7334170649779939,0.972,0.0018724543526062835,-0.7100328145074064,0.998,5.994042999367138e-05,-0.720994614516491,1.0,beta1
"('F4', 'Cz')",3.344594458999104e-14,-0.6684598283398137,0.6684598283398137,0.16765492919829014,-0.7597884792136408,0.3,0.09168314899822351,-0.744774817508019,0.522,0.05570885486721011,-0.718083412769149,0.66,0.015751018769718426,-0.7014040199840453,0.914,0.004109261327115579,-0.7050231344127444,0.984,0.00027328109764874277,-0.6929051417868023,1.0,alpha2
"('T3', 'C3')",1.8380444520730228e-13,-0.6642587164132717,0.6642587164132717,0.16627615343736493,-0.7152140024195554,0.252,0.09123769427433329,-0.6987611945257917,0.466,0.04857474196393837,-0.693338628328555,0.71,0.013707849472297485,-0.677990780504297,0.94,0.003041902132454434,-0.6738847912334056,0.998,0.00013774183954805896,-0.6605081858320365,1.0,alpha2
"('Fp1', 'F7')",6.616035555560505e-13,-0.6583239593346499,0.6583239593346499,0.18266000865958879,-0.7042214200654561,0.184,0.10816270552584914,-0.687943099751993,0.474,0.06258302770195555,-0.6792249121797814,0.642,0.020599304625381922,-0.6573160788744833,0.904,0.0043496075996406055,-0.6591511364239135,0.988,0.0003120119276439305,-0.6506531535974353,1.0,beta2
"('F8', 'O1')",6.166263428373753e-13,-0.6570931888304736,0.6570931888304736,0.18952661913550314,-0.715936775564839,0.27,0.10179479670695508,-0.690632222268965,0.48,0.07157122440927555,-0.6636460403250848,0.622,0.023198691061599105,-0.6487013293174565,0.878,0.006499184197309228,-0.6519528698970334,0.972,0.0005145556583911908,-0.650571483330717,0.998,alpha2
"('Fp1', 'T6')",2.7706206815822916e-14,-0.6552446075978045,0.6552446075978045,0.154440125836018,-0.7467119905481087,0.284,0.08689679623896322,-0.7309929906460261,0.524,0.045828088650434834,-0.7328160509628556,0.72,0.016012029658321988,-0.6953684907441774,0.91,0.002858268378477192,-0.6959958497145323,0.998,0.0001716700144722773,-0.6915977797544377,1.0,alpha2
"('F3', 'Fz')",1.8151374983368171e-12,-0.6505159195726496,0.6505159195726496,0.19092028122699417,-0.6905467180162698,0.192,0.10283556528113086,-0.6872566072101406,0.44,0.06353049001987991,-0.6634962615511504,0.638,0.020505126959561158,-0.651263641162391,0.878,0.004837539699579215,-0.6453600892804413,0.99,0.00022553057795969344,-0.6463335904558043,1.0,beta1
"('F4', 'F8')",9.335163411604986e-14,-0.6499609532002892,0.6499609532002892,0.1630194905574746,-0.7174600927073129,0.222,0.08383116283775806,-0.7143695645463468,0.488,0.05072907674273903,-0.6918664647248604,0.7,0.011267722351256143,-0.6924841495257253,0.95,0.0023968008729649414,-0.6787839216508316,0.996,0.00013235439915075298,-0.6715868253362147,1.0,beta2
"('Fp1', 'F3')",1.003728105312855e-12,-0.6392755735726345,0.6392755735726345,0.17447932538860694,-0.7180967250424722,0.246,0.09895277661508199,-0.6980949694831708,0.482,0.06517522452860287,-0.6759192689810631,0.624,0.019880120880630976,-0.6548921652080285,0.886,0.005390747759826722,-0.6459993524575072,0.982,0.0003823004774661383,-0.6401664549985436,1.0,beta2
"('F8', 'T5')",6.232326996734469e-12,-0.6307990436401879,0.6307990436401879,0.2032369545085364,-0.6575405609628313,0.172,0.10787828197782309,-0.6687196435957623,0.428,0.07184929077377387,-0.6449242977915604,0.622,0.024440778792812947,-0.625218942946846,0.862,0.006593591512011087,-0.6156853835264872,0.982,0.0006653870358157318,-0.6150075876304542,1.0,alpha2
"('Fp1', 'F7')",2.525913498855683e-12,-0.6281909154523856,0.6281909154523856,0.19360927518596013,-0.6836026834418416,0.17,0.11994172731731265,-0.6795326564042733,0.426,0.07724296337446551,-0.652976409455121,0.586,0.024581872068510226,-0.643818001754647,0.848,0.00575580810941301,-0.6513811861040932,0.99,0.0005383596338740341,-0.6401025499369755,1.0,beta1
"('F3', 'Cz')",2.1328323004420395e-11,-0.624854231964237,0.624854231964237,0.1946710099231661,-0.683112616757852,0.202,0.10954911275160764,-0.6699157102382768,0.428,0.0819238107453038,-0.6384692149616745,0.574,0.026316000160599533,-0.6251837663048059,0.84,0.007812392586546902,-0.6192689972591428,0.974,0.0007000480827943698,-0.614278145914874,1.0,beta1
"('Fp1', 'Fz')",1.7825603094557734e-12,-0.6245497307123877,0.6245497307123877,0.18604595046734154,-0.678020162106,0.214,0.10109537572345159,-0.6705291274557627,0.418,0.06971111835326667,-0.6500537428819757,0.6,0.017686777997375523,-0.6524229056407644,0.924,0.004793724882001339,-0.6370652616116691,0.988,0.00036961726101872436,-0.6378075199443495,1.0,beta2
"('Fp2', 'Cz')",1.2074260436779863e-11,-0.6233308321110874,0.6233308321110874,0.20762905877249663,-0.6726906696712933,0.218,0.1253253877532707,-0.6642470978967662,0.394,0.08954123707940928,-0.6282623653034664,0.56,0.027670129269201673,-0.6384175561254329,0.844,0.010209354456691569,-0.6034947639856777,0.954,0.0010303049024183468,-0.6183896989021047,0.996,beta1
"('Cz', 'C4')",9.454587324939197e-12,-0.6210420921121504,0.6210420921121504,0.20916965334004758,-0.7192653589610177,0.278,0.137815726657699,-0.7033096506418881,0.482,0.08067436645330986,-0.6992489774693426,0.664,0.03946828597698315,-0.6699818006522635,0.796,0.01573606657673212,-0.644736344117994,0.89,0.001758106148569695,-0.6399842763367286,0.998,alpha2
"('F7', 'F3')",8.778169852310223e-12,-0.6162298770090662,0.6162298770090662,0.19241660500539864,-0.6832867061812644,0.174,0.10653658419181142,-0.6803452133856016,0.456,0.07358354643023333,-0.6603995450987346,0.63,0.024410846133888046,-0.644349646554947,0.866,0.007265300179473158,-0.6475878622485269,0.964,0.0005625671018519324,-0.6301609966911257,1.0,alpha1
"('F7', 'Pz')",4.780952853441199e-10,-0.6149927800044176,0.6149927800044176,0.24950476294893068,-0.6276471761458206,0.174,0.16865475937212523,-0.5936900778525794,0.302,0.12639478561833425,-0.5747061137954577,0.446,0.05743302616785957,-0.5648294020619032,0.706,0.019740187609643977,-0.5693772580574076,0.886,0.0032180217794554058,-0.5533489727022012,0.99,alpha2
"('F3', 'T6')",2.525913498855683e-12,-0.6147661602433077,0.6147661602433077,0.19525396721159347,-0.681831139925048,0.206,0.10920442632758957,-0.6748366264408171,0.434,0.06887619041231664,-0.6558927192023242,0.61,0.02683858346379731,-0.6335022119053481,0.85,0.007920955546392761,-0.6337130602051777,0.966,0.0005031280618126512,-0.6357122608332411,1.0,alpha2
"('T5', 'O1')",8.501789755480021e-11,-0.613407530229078,0.613407530229078,0.22068245636201878,-0.6870572517138984,0.204,0.141937592657978,-0.6664141095182161,0.396,0.09903277616241862,-0.6412093354519324,0.568,0.03569084386057568,-0.6360927651459859,0.784,0.01497295201204547,-0.6152297986729011,0.91,0.0020065158378558758,-0.590031692253093,0.998,alpha2
"('Fp1', 'F4')",1.2280780253962138e-11,-0.6101202746324009,0.6101202746324009,0.1946199419127929,-0.6750152912068754,0.192,0.12520855176529858,-0.6423649509881184,0.368,0.0787811956701754,-0.6392110351174071,0.59,0.024684287405482012,-0.6212233061585558,0.854,0.0067750879086759235,-0.6127257923133724,0.978,0.0005372726391290488,-0.6103894465459556,1.0,alpha1
"('C3', 'C4')",1.508015742990607e-11,-0.6053728080662777,0.6053728080662777,0.23052438193873728,-0.6535545391086194,0.19,0.1317471504400306,-0.6553397956239979,0.398,0.0799067622849721,-0.6533498316822074,0.582,0.031945137605924406,-0.6268358724318397,0.83,0.01011994067573399,-0.6148329542640114,0.958,0.0011809211510106297,-0.606295530506975,0.998,alpha2
"('F7', 'F3')",4.164760769774518e-12,-0.6030004739887934,0.6030004739887934,0.1663320591948538,-0.6825596551903321,0.158,0.09087846816748031,-0.6790489166605826,0.418,0.051247525300649924,-0.665744031415969,0.654,0.014000950910394905,-0.647593016832971,0.948,0.003639210339286893,-0.6412196669093816,0.996,0.00019856094022346093,-0.6326217193747063,1.0,beta1
"('Fp1', 'Cz')",5.021858956935974e-12,-0.6015050072356856,0.6015050072356856,0.1882376124353654,-0.6796201328707945,0.2,0.11058032726002415,-0.6601554196233085,0.4,0.07411356192610262,-0.6254224359064167,0.584,0.018626019667061178,-0.6341204414667684,0.906,0.006427773059324304,-0.6196037518224485,0.978,0.00037506483546085283,-0.6236404235347732,1.0,beta1
"('Fp2', 'F4')",7.073164603615993e-11,-0.5991751634769955,0.5991751634769955,0.20469122289948463,-0.6833149557600711,0.208,0.1339464794568534,-0.6506962697997613,0.364,0.08236514274245738,-0.6429387210233761,0.584,0.030368473778887725,-0.6072164560717711,0.816,0.011178549477304718,-0.5949912418302423,0.962,0.0009758110958251888,-0.5965411285125739,1.0,alpha1
"('Fp1', 'Fp2')",3.1121273435865e-12,-0.5990979352321413,0.5990979352321413,0.18907732706284838,-0.7460918666096655,0.268,0.1141839523482732,-0.7148387220347704,0.452,0.09442490115601915,-0.675614659286165,0.568,0.030962013517615756,-0.6678925268610995,0.834,0.009897865856426175,-0.6514176755692732,0.95,0.0008769594083971183,-0.65217603346354,0.998,alpha2
"('Fp2', 'T6')",6.622405161713795e-11,-0.598024398052745,0.598024398052745,0.22331528733796066,-0.6517100253935812,0.196,0.15399816928855972,-0.6157724686252485,0.344,0.09286892775115412,-0.6225467023728164,0.536,0.04544675210514959,-0.5826854993122861,0.768,0.012460307028771135,-0.5966827633953548,0.93,0.0014732665716891608,-0.5927657930617017,0.996,alpha2
"('F4', 'F8')",3.688541171515525e-12,-0.5948537235069294,0.5948537235069294,0.20565459426376903,-0.6972272548139833,0.24,0.11455708464110259,-0.7059090074112361,0.468,0.08841648957155204,-0.6638784715394163,0.6,0.026436113967246093,-0.6670050745461108,0.832,0.008194402566272319,-0.6476129438561496,0.968,0.000789777886707929,-0.6302493890878347,1.0,beta1
"('Fp2', 'O2')",2.844780471261571e-13,-0.5898389034557259,0.5898389034557259,0.16532505678711779,-0.7592568988509893,0.26,0.10809241626460026,-0.7179385212826115,0.486,0.0585660520917268,-0.7146412519704329,0.678,0.021362015195986704,-0.6755415094926807,0.886,0.0045177426796637,-0.6780666858256549,0.99,0.0003558284707625257,-0.6666125174327522,1.0,alpha2
"('Fp2', 'F8')",1.3448220246415883e-11,-0.5885127023627164,0.5885127023627164,0.19189341523580955,-0.7697243159983858,0.326,0.12812801528705633,-0.7342243494979357,0.506,0.1009792379148409,-0.6971179704382477,0.598,0.03638359567960177,-0.6807972851390215,0.798,0.013223879198016793,-0.65506937056417,0.932,0.0014480479919081008,-0.6345182230703414,0.998,alpha2
"('Fz', 'T3')",3.26240516321477e-12,-0.585622376748846,0.585622376748846,0.2146175820196549,-0.6769869689509914,0.232,0.12210046932454105,-0.6575875463949388,0.432,0.080873540083475,-0.6458418868180479,0.6,0.030285339575790694,-0.6376090198761302,0.828,0.008899794116760553,-0.6225001701244387,0.958,0.0006808346947144027,-0.6192632423505051,1.0,alpha2
"('T3', 'Pz')",5.462058531315149e-11,-0.5852638970986651,0.5852638970986651,0.21967288787654596,-0.6471396330535416,0.176,0.15085127915240318,-0.6156971159778237,0.32,0.09808412327164734,-0.5907785192551528,0.5,0.03531322099405048,-0.5934690149479942,0.81,0.00929297615077329,-0.60106446093263,0.97,0.0011473728873095269,-0.5813517555783078,1.0,alpha2
"('F3', 'T3')",2.8336249282927737e-10,-0.5838032469215702,0.5838032469215702,0.25182268196779817,-0.6243316485806149,0.166,0.16367449244358925,-0.6050656186177139,0.314,0.10398247185910434,-0.5987235914441472,0.488,0.04541262643328374,-0.5801230715552304,0.748,0.014813222503608498,-0.572055248626372,0.93,0.0018716654635486003,-0.5631971509097647,1.0,alpha2
"('Fp1', 'Fz')",2.971945318807322e-12,-0.5836668165651255,0.5836668165651255,0.18656262277290217,-0.703122625454411,0.212,0.11446567089313207,-0.6701560221256251,0.42,0.06550037420467306,-0.6527189272886289,0.628,0.01938451245117647,-0.6471297042631322,0.906,0.00556581407218775,-0.6380879855526713,0.982,0.00031730704989656633,-0.6401193165162585,1.0,alpha1
"('Fp1', 'C3')",6.895697093409817e-12,-0.5807590329007261,0.5807590329007261,0.20052587380462844,-0.6529226497461524,0.16,0.11391577646712703,-0.6552124561735996,0.392,0.07093000383869097,-0.6244889206398309,0.59,0.02031848041045808,-0.6225653274578031,0.876,0.005996269774872427,-0.6238732448026647,0.984,0.00052968149745374,-0.6182195247493838,1.0,beta1
"('Fp2', 'F4')",1.0606196992609716e-11,-0.5768552917756902,0.5768552917756902,0.21425588105807258,-0.6528583336152952,0.192,0.12258984588759268,-0.6324951789977946,0.364,0.08213870547056651,-0.619106545786567,0.582,0.028880128746476514,-0.6170457207727776,0.84,0.009112518440925423,-0.6165673213567128,0.966,0.0007248634853516742,-0.6106090124740231,1.0,gamma
"('Fp1', 'F7')",1.4321330183303643e-10,-0.5766283224029836,0.5766283224029836,0.22240613998258127,-0.6302627020006336,0.116,0.14888859812838726,-0.5987111135141564,0.296,0.09347355742871227,-0.6012094505174813,0.514,0.038197115050318864,-0.5825548787776709,0.784,0.012003492437215057,-0.5957971632349196,0.942,0.0011518892561391578,-0.5809669935878776,1.0,alpha1
"('Fp2', 'F3')",3.690183715085438e-11,-0.5693299690574312,0.5693299690574312,0.20508732071511754,-0.6777812395413766,0.168,0.1290269160144941,-0.648401107756561,0.372,0.08638745396151387,-0.6300196646242087,0.562,0.03026358534488471,-0.6117921374465243,0.816,0.011018557740843817,-0.6050717849574142,0.942,0.0008608918998472623,-0.6075461535646788,1.0,alpha1
"('F7', 'Fz')",1.1095001305855559e-10,-0.5678347469859071,0.5678347469859071,0.2336083915427886,-0.6358984475130111,0.15,0.14837284060059094,-0.616405175638925,0.332,0.10719523947800297,-0.5971045794305448,0.496,0.04051927712354822,-0.5828062271994284,0.776,0.012800293932616745,-0.5915472120333195,0.938,0.0017310408104646226,-0.58840897252721,0.996,alpha1
"('O1', 'O2')",2.008534502573621e-10,0.5634051191434378,0.5634051191434378,0.23253640614365714,0.7052365378452855,0.236,0.1658081752004401,0.6698344939292185,0.394,0.11957593067361649,0.6548630444771699,0.552,0.049616535678245824,0.6257320259244016,0.768,0.019927185296650187,0.6290463458806238,0.88,0.0034563716007614,0.5937860051205033,0.994,alpha1
"('F7', 'F8')",2.489384307732889e-10,-0.5624596280228876,0.5624596280228876,0.25382206946466745,-0.6187540498526487,0.198,0.16445998895797329,-0.5962266700409097,0.304,0.12152805030911909,-0.5803627297402508,0.462,0.04828105774715368,-0.5669938343742051,0.712,0.01760275472230407,-0.5664246014117955,0.904,0.002651238537558217,-0.5645619660107363,0.992,alpha2
