,index,dice,fdr,power,count,sample_size
0,sign_holm_bonferroni,0.44243792325056436,0.0297029702970297,0.28654970760233917,101,70
1,sign_sidak,0.43537414965986393,0.030303030303030304,0.2807017543859649,99,70
2,sign_bonferroni,0.4318181818181818,0.030612244897959183,0.2777777777777778,98,70
3,sign_lsu,0.773224043715847,0.2743589743589744,0.827485380116959,390,70
4,sign_uncorr_0.01,0.7797101449275362,0.22701149425287356,0.7865497076023392,348,70
5,sign_uncorr_0.05,0.7421686746987952,0.36885245901639346,0.9005847953216374,488,70
6,sign_eff_0.05,0.7674113009198423,0.3031026252983294,0.8538011695906432,419,70
7,sign_eff_0.1,0.7640117994100295,0.22916666666666666,0.7573099415204678,336,70
8,sign_eff_0.15,0.7392739273927392,0.15151515151515152,0.6549707602339181,264,70
9,sign_holm_bonferroni,0.5172413793103449,0.01639344262295082,0.3508771929824561,122,70
10,sign_sidak,0.5172413793103449,0.01639344262295082,0.3508771929824561,122,70
11,sign_bonferroni,0.5172413793103449,0.01639344262295082,0.3508771929824561,122,70
12,sign_lsu,0.8090787716955942,0.25552825552825553,0.8859649122807017,407,70
13,sign_uncorr_0.01,0.8328611898016998,0.19230769230769232,0.8596491228070176,364,70
14,sign_uncorr_0.05,0.7385321100917431,0.39245283018867927,0.9415204678362573,530,70
15,sign_eff_0.05,0.7989756722151088,0.28929384965831434,0.9122807017543859,439,70
16,sign_eff_0.1,0.8209606986899564,0.1826086956521739,0.8245614035087719,345,70
17,sign_eff_0.15,0.7897271268057785,0.12455516014234876,0.7192982456140351,281,70
0,sign_holm_bonferroni,0.4663677130044843,0.009523809523809525,0.30498533724340177,105,70
1,sign_sidak,0.46292134831460674,0.009615384615384616,0.3020527859237537,104,70
2,sign_bonferroni,0.4594594594594595,0.009708737864077669,0.2991202346041056,103,70
3,sign_lsu,0.8184438040345822,0.1954674220963173,0.8328445747800587,353,70
4,sign_uncorr_0.01,0.8228228228228228,0.15692307692307692,0.8035190615835777,325,70
5,sign_uncorr_0.05,0.7896039603960396,0.3169164882226981,0.9354838709677419,467,70
6,sign_eff_0.05,0.8108843537414966,0.2436548223350254,0.873900293255132,394,70
7,sign_eff_0.1,0.8073959938366718,0.14935064935064934,0.7683284457478006,308,70
8,sign_eff_0.15,0.773109243697479,0.09448818897637795,0.6744868035190615,254,70
9,sign_holm_bonferroni,0.4732142857142857,0.009345794392523364,0.31085043988269795,107,70
10,sign_sidak,0.4663677130044843,0.009523809523809525,0.30498533724340177,105,70
11,sign_bonferroni,0.4663677130044843,0.009523809523809525,0.30498533724340177,105,70
12,sign_lsu,0.7869742198100407,0.2676767676767677,0.8504398826979472,396,70
13,sign_uncorr_0.01,0.7795620437956204,0.2238372093023256,0.782991202346041,344,70
14,sign_uncorr_0.05,0.7491166077738516,0.37401574803149606,0.9325513196480938,508,70
15,sign_eff_0.05,0.7828348504551366,0.2967289719626168,0.8826979472140762,428,70
16,sign_eff_0.1,0.7630402384500745,0.22424242424242424,0.750733137829912,330,70
17,sign_eff_0.15,0.7294117647058823,0.14566929133858267,0.6363636363636364,254,70
0,sign_holm_bonferroni,0.3962703962703963,0.011627906976744186,0.2478134110787172,86,70
1,sign_sidak,0.3962703962703963,0.011627906976744186,0.2478134110787172,86,70
2,sign_bonferroni,0.3962703962703963,0.011627906976744186,0.2478134110787172,86,70
3,sign_lsu,0.8038674033149171,0.23622047244094488,0.8483965014577259,381,70
4,sign_uncorr_0.01,0.808199121522694,0.18823529411764706,0.8046647230320699,340,70
5,sign_uncorr_0.05,0.7552447552447552,0.37087378640776697,0.9446064139941691,515,70
6,sign_eff_0.05,0.7916666666666666,0.2847058823529412,0.8862973760932945,425,70
7,sign_eff_0.1,0.8005952380952381,0.182370820668693,0.7842565597667639,329,70
8,sign_eff_0.15,0.7612687813021702,0.109375,0.6647230320699709,256,70
9,sign_holm_bonferroni,0.4318181818181818,0.020618556701030927,0.27696793002915454,97,70
10,sign_sidak,0.428246013667426,0.020833333333333332,0.27405247813411077,96,70
11,sign_bonferroni,0.428246013667426,0.020833333333333332,0.27405247813411077,96,70
12,sign_lsu,0.8342857142857143,0.18207282913165265,0.8513119533527697,357,70
13,sign_uncorr_0.01,0.8483063328424153,0.14285714285714285,0.8396501457725948,336,70
14,sign_uncorr_0.05,0.7760479041916167,0.34146341463414637,0.9446064139941691,492,70
15,sign_eff_0.05,0.8293333333333334,0.23587223587223588,0.9067055393586005,407,70
16,sign_eff_0.1,0.8242424242424242,0.14195583596214512,0.793002915451895,317,70
17,sign_eff_0.15,0.7658119658119659,0.0743801652892562,0.6530612244897959,242,70
0,sign_holm_bonferroni,0.5661157024793388,0.04195804195804196,0.40175953079178883,143,70
1,sign_sidak,0.5553235908141962,0.036231884057971016,0.39002932551319647,138,70
2,sign_bonferroni,0.549266247379455,0.03676470588235294,0.3841642228739003,136,70
3,sign_lsu,0.7808041504539559,0.3,0.8826979472140762,430,70
4,sign_uncorr_0.01,0.7841530054644809,0.2659846547314578,0.841642228739003,391,70
5,sign_uncorr_0.05,0.7241770715096482,0.40925925925925927,0.9354838709677419,540,70
6,sign_eff_0.05,0.770595690747782,0.32142857142857145,0.8914956011730205,448,70
7,sign_eff_0.1,0.7845303867403315,0.2584856396866841,0.8328445747800587,383,70
8,sign_eff_0.15,0.782608695652174,0.16831683168316833,0.7390029325513197,303,70
9,sign_holm_bonferroni,0.4028103044496487,0.0,0.25219941348973607,86,70
10,sign_sidak,0.39906103286384975,0.0,0.24926686217008798,85,70
11,sign_bonferroni,0.39906103286384975,0.0,0.24926686217008798,85,70
12,sign_lsu,0.7523510971786834,0.1919191919191919,0.7038123167155426,297,70
13,sign_uncorr_0.01,0.7471819645732689,0.17142857142857143,0.6803519061583577,280,70
14,sign_uncorr_0.05,0.7675962815405046,0.29854368932038833,0.8475073313782991,412,70
15,sign_eff_0.05,0.7748538011695907,0.22740524781341107,0.7771260997067448,343,70
16,sign_eff_0.1,0.7418300653594772,0.16236162361623616,0.6656891495601173,271,70
17,sign_eff_0.15,0.684981684981685,0.08780487804878048,0.5483870967741935,205,70
0,sign_holm_bonferroni,0.5731958762886598,0.007142857142857143,0.4028985507246377,140,70
1,sign_sidak,0.5654885654885655,0.0,0.39420289855072466,136,70
2,sign_bonferroni,0.5625,0.0,0.391304347826087,135,70
3,sign_lsu,0.8020050125313283,0.293598233995585,0.927536231884058,453,70
4,sign_uncorr_0.01,0.8321964529331515,0.21391752577319587,0.8840579710144928,388,70
5,sign_uncorr_0.05,0.74235807860262,0.404553415061296,0.9855072463768116,571,70
6,sign_eff_0.05,0.7849331713244229,0.32426778242677823,0.936231884057971,478,70
7,sign_eff_0.1,0.8215767634854771,0.21428571428571427,0.8608695652173913,378,70
8,sign_eff_0.15,0.8389057750759878,0.1182108626198083,0.8,313,70
9,sign_holm_bonferroni,0.36018957345971564,0.012987012987012988,0.22028985507246376,77,70
10,sign_sidak,0.36018957345971564,0.012987012987012988,0.22028985507246376,77,70
11,sign_bonferroni,0.36018957345971564,0.012987012987012988,0.22028985507246376,77,70
12,sign_lsu,0.7690014903129657,0.2085889570552147,0.7478260869565218,326,70
13,sign_uncorr_0.01,0.7623456790123457,0.1848184818481848,0.7159420289855073,303,70
14,sign_uncorr_0.05,0.7676767676767676,0.319910514541387,0.881159420289855,447,70
15,sign_eff_0.05,0.7769985974754559,0.24728260869565216,0.8028985507246377,368,70
16,sign_eff_0.1,0.7658227848101266,0.156794425087108,0.7014492753623188,287,70
17,sign_eff_0.15,0.6976744186046512,0.08878504672897196,0.5652173913043478,214,70
0,sign_holm_bonferroni,0.5496828752642706,0.037037037037037035,0.38461538461538464,135,70
1,sign_sidak,0.548936170212766,0.022727272727272728,0.3816568047337278,132,70
2,sign_bonferroni,0.548936170212766,0.022727272727272728,0.3816568047337278,132,70
3,sign_lsu,0.7737789203084833,0.3159090909090909,0.8905325443786982,440,70
4,sign_uncorr_0.01,0.8,0.2413793103448276,0.8461538461538461,377,70
5,sign_uncorr_0.05,0.7264472190692395,0.4106813996316759,0.9467455621301775,543,70
6,sign_eff_0.05,0.7727272727272727,0.32599118942731276,0.9053254437869822,454,70
7,sign_eff_0.1,0.7977369165487977,0.23577235772357724,0.834319526627219,369,70
8,sign_eff_0.15,0.790625,0.16225165562913907,0.7485207100591716,302,70
9,sign_holm_bonferroni,0.35036496350364965,0.0136986301369863,0.21301775147928995,73,70
10,sign_sidak,0.3463414634146341,0.013888888888888888,0.21005917159763313,72,70
11,sign_bonferroni,0.3463414634146341,0.013888888888888888,0.21005917159763313,72,70
12,sign_lsu,0.777947932618683,0.19365079365079366,0.7514792899408284,315,70
13,sign_uncorr_0.01,0.7762128325508607,0.1760797342192691,0.7337278106508875,301,70
14,sign_uncorr_0.05,0.7672955974842768,0.33260393873085337,0.9023668639053254,457,70
15,sign_eff_0.05,0.7858156028368795,0.2452316076294278,0.8195266272189349,367,70
16,sign_eff_0.1,0.7483870967741936,0.1773049645390071,0.6863905325443787,282,70
17,sign_eff_0.15,0.6751361161524501,0.1267605633802817,0.5502958579881657,213,70
0,sign_holm_bonferroni,0.4404494382022472,0.04854368932038835,0.28654970760233917,103,70
1,sign_sidak,0.43340857787810383,0.04950495049504951,0.2807017543859649,101,70
2,sign_bonferroni,0.4298642533936652,0.05,0.2777777777777778,100,70
3,sign_lsu,0.7866108786610879,0.248,0.8245614035087719,375,70
4,sign_uncorr_0.01,0.7851851851851852,0.2042042042042042,0.7748538011695907,333,70
5,sign_uncorr_0.05,0.7532163742690059,0.3723196881091618,0.9415204678362573,513,70
6,sign_eff_0.05,0.7795275590551181,0.29285714285714287,0.868421052631579,420,70
7,sign_eff_0.1,0.7757575757575758,0.1949685534591195,0.7485380116959064,318,70
8,sign_eff_0.15,0.7123287671232876,0.14049586776859505,0.6081871345029239,242,70
9,sign_holm_bonferroni,0.48,0.0,0.3157894736842105,108,70
10,sign_sidak,0.4766146993318486,0.0,0.3128654970760234,107,70
11,sign_bonferroni,0.4766146993318486,0.0,0.3128654970760234,107,70
12,sign_lsu,0.7878787878787878,0.2829736211031175,0.8742690058479532,417,70
13,sign_uncorr_0.01,0.7909604519774012,0.23497267759562843,0.8187134502923976,366,70
14,sign_uncorr_0.05,0.7468499427262314,0.3860640301318267,0.9532163742690059,531,70
15,sign_eff_0.05,0.7742749054224464,0.31929046563192903,0.8976608187134503,451,70
16,sign_eff_0.1,0.804630969609262,0.2034383954154728,0.8128654970760234,349,70
17,sign_eff_0.15,0.7796052631578947,0.10902255639097744,0.6929824561403509,266,70
0,sign_holm_bonferroni,0.49122807017543857,0.017543859649122806,0.32748538011695905,114,70
1,sign_sidak,0.4845814977973568,0.017857142857142856,0.3216374269005848,112,70
2,sign_bonferroni,0.4845814977973568,0.017857142857142856,0.3216374269005848,112,70
3,sign_lsu,0.8196286472148541,0.25,0.9035087719298246,412,70
4,sign_uncorr_0.01,0.8220338983050848,0.20491803278688525,0.8508771929824561,366,70
5,sign_uncorr_0.05,0.7624565469293163,0.3685220729366603,0.9619883040935673,521,70
6,sign_eff_0.05,0.7974522292993631,0.29345372460496616,0.9152046783625731,443,70
7,sign_eff_0.1,0.8075253256150506,0.20057306590257878,0.8157894736842105,349,70
8,sign_eff_0.15,0.7635782747603834,0.15845070422535212,0.6988304093567251,284,70
9,sign_holm_bonferroni,0.4046511627906977,0.011363636363636364,0.2543859649122807,88,70
10,sign_sidak,0.40093240093240096,0.011494252873563218,0.25146198830409355,87,70
11,sign_bonferroni,0.397196261682243,0.011627906976744186,0.24853801169590642,86,70
12,sign_lsu,0.7817109144542773,0.2113095238095238,0.7748538011695907,336,70
13,sign_uncorr_0.01,0.774885145482389,0.1864951768488746,0.7397660818713451,311,70
14,sign_uncorr_0.05,0.7577639751552795,0.3412526997840173,0.8918128654970761,463,70
15,sign_eff_0.05,0.7880434782608695,0.2639593908629442,0.847953216374269,394,70
16,sign_eff_0.1,0.7774294670846394,0.16216216216216217,0.7251461988304093,296,70
17,sign_eff_0.15,0.7071428571428572,0.09174311926605505,0.5789473684210527,218,70
0,sign_holm_bonferroni,0.4656319290465632,0.0,0.30346820809248554,105,70
1,sign_sidak,0.4656319290465632,0.0,0.30346820809248554,105,70
2,sign_bonferroni,0.45879732739420936,0.0,0.2976878612716763,103,70
3,sign_lsu,0.8017241379310345,0.20285714285714285,0.8063583815028902,350,70
4,sign_uncorr_0.01,0.8035982008995503,0.16510903426791276,0.7745664739884393,321,70
5,sign_uncorr_0.05,0.7887667887667887,0.3171247357293869,0.9335260115606936,473,70
6,sign_eff_0.05,0.8104395604395604,0.22774869109947643,0.8526011560693642,382,70
7,sign_eff_0.1,0.8073394495412844,0.14285714285714285,0.7630057803468208,308,70
8,sign_eff_0.15,0.7661016949152543,0.07377049180327869,0.653179190751445,244,70
9,sign_holm_bonferroni,0.45089285714285715,0.00980392156862745,0.29190751445086704,102,70
10,sign_sidak,0.4439461883408072,0.01,0.2861271676300578,100,70
11,sign_bonferroni,0.4404494382022472,0.010101010101010102,0.2832369942196532,99,70
12,sign_lsu,0.821917808219178,0.21875,0.8670520231213873,384,70
13,sign_uncorr_0.01,0.808695652173913,0.18895348837209303,0.8063583815028902,344,70
14,sign_uncorr_0.05,0.7780373831775701,0.34705882352941175,0.9624277456647399,510,70
15,sign_eff_0.05,0.8105263157894737,0.2560386473429952,0.8901734104046243,414,70
16,sign_eff_0.1,0.7941176470588235,0.19161676646706588,0.7803468208092486,334,70
17,sign_eff_0.15,0.7774086378737541,0.0859375,0.6763005780346821,256,70
0,sign_holm_bonferroni,0.3588516746411483,0.013157894736842105,0.21929824561403508,76,70
1,sign_sidak,0.3588516746411483,0.013157894736842105,0.21929824561403508,76,70
2,sign_bonferroni,0.3588516746411483,0.013157894736842105,0.21929824561403508,76,70
3,sign_lsu,0.7364975450081833,0.16356877323420074,0.6578947368421053,269,70
4,sign_uncorr_0.01,0.735973597359736,0.1553030303030303,0.652046783625731,264,70
5,sign_uncorr_0.05,0.7633986928104575,0.30969267139479906,0.8538011695906432,423,70
6,sign_eff_0.05,0.7687776141384389,0.22551928783382788,0.7631578947368421,337,70
7,sign_eff_0.1,0.7236180904522613,0.15294117647058825,0.631578947368421,255,70
8,sign_eff_0.15,0.650375939849624,0.08947368421052632,0.5058479532163743,190,70
9,sign_holm_bonferroni,0.47577092511013214,0.03571428571428571,0.3157894736842105,112,70
10,sign_sidak,0.4690265486725664,0.03636363636363636,0.30994152046783624,110,70
11,sign_bonferroni,0.4690265486725664,0.03636363636363636,0.30994152046783624,110,70
12,sign_lsu,0.793854033290653,0.2938496583143508,0.9064327485380117,439,70
13,sign_uncorr_0.01,0.8093922651933702,0.23298429319371727,0.8567251461988304,382,70
14,sign_uncorr_0.05,0.7429218573046432,0.39371534195933455,0.9590643274853801,541,70
15,sign_eff_0.05,0.7776397515527951,0.32397408207343414,0.9152046783625731,463,70
16,sign_eff_0.1,0.8130311614730878,0.21153846153846154,0.8391812865497076,364,70
17,sign_eff_0.15,0.7770700636942676,0.14685314685314685,0.7134502923976608,286,70
0,sign_holm_bonferroni,0.4824561403508772,0.0,0.3179190751445087,110,70
1,sign_sidak,0.47577092511013214,0.0,0.31213872832369943,108,70
2,sign_bonferroni,0.47577092511013214,0.0,0.31213872832369943,108,70
3,sign_lsu,0.8579387186629527,0.17204301075268819,0.8901734104046243,372,70
4,sign_uncorr_0.01,0.8394698085419735,0.14414414414414414,0.8236994219653179,333,70
5,sign_uncorr_0.05,0.7971014492753623,0.3153526970954357,0.953757225433526,482,70
6,sign_eff_0.05,0.8450331125827815,0.2200488997555012,0.9219653179190751,409,70
7,sign_eff_0.1,0.8463855421686747,0.11635220125786164,0.8121387283236994,318,70
8,sign_eff_0.15,0.7892976588628763,0.06349206349206349,0.6820809248554913,252,70
9,sign_holm_bonferroni,0.4091954022988506,0.0,0.25722543352601157,89,70
10,sign_sidak,0.4055299539170507,0.0,0.2543352601156069,88,70
11,sign_bonferroni,0.4018475750577367,0.0,0.2514450867052023,87,70
12,sign_lsu,0.807909604519774,0.20994475138121546,0.8265895953757225,362,70
13,sign_uncorr_0.01,0.8011869436201781,0.17682926829268292,0.7803468208092486,328,70
14,sign_uncorr_0.05,0.7617924528301887,0.3565737051792829,0.9335260115606936,502,70
15,sign_eff_0.05,0.7979002624671916,0.2692307692307692,0.8786127167630058,416,70
16,sign_eff_0.1,0.7816793893129771,0.1715210355987055,0.7398843930635838,309,70
17,sign_eff_0.15,0.7212543554006968,0.09210526315789473,0.5982658959537572,228,70
0,sign_holm_bonferroni,0.4925053533190578,0.07258064516129033,0.33527696793002915,124,70
1,sign_sidak,0.4892703862660944,0.07317073170731707,0.3323615160349854,123,70
2,sign_bonferroni,0.4892703862660944,0.07317073170731707,0.3323615160349854,123,70
3,sign_lsu,0.7755102040816326,0.31065759637188206,0.8862973760932945,441,70
4,sign_uncorr_0.01,0.7900552486187845,0.24934383202099739,0.8338192419825073,381,70
5,sign_uncorr_0.05,0.734602463605823,0.4036363636363636,0.956268221574344,550,70
6,sign_eff_0.05,0.7741935483870968,0.326133909287257,0.9096209912536443,463,70
7,sign_eff_0.1,0.8062234794908062,0.21703296703296704,0.8309037900874635,364,70
8,sign_eff_0.15,0.7850467289719626,0.15719063545150502,0.7346938775510204,299,70
9,sign_holm_bonferroni,0.4889867841409692,0.0,0.3236151603498542,111,70
10,sign_sidak,0.4856512141280353,0.0,0.3206997084548105,110,70
11,sign_bonferroni,0.4856512141280353,0.0,0.3206997084548105,110,70
12,sign_lsu,0.8230337078651685,0.20596205962059622,0.8542274052478134,369,70
13,sign_uncorr_0.01,0.8238719068413392,0.17732558139534885,0.8250728862973761,344,70
14,sign_uncorr_0.05,0.7710843373493976,0.34291581108829566,0.9329446064139941,487,70
15,sign_eff_0.05,0.7973333333333333,0.26535626535626533,0.8717201166180758,407,70
16,sign_eff_0.1,0.8200589970501475,0.1701492537313433,0.8104956268221575,335,70
17,sign_eff_0.15,0.7833333333333333,0.08560311284046693,0.685131195335277,257,70
0,sign_holm_bonferroni,0.6004056795131846,0.019867549668874173,0.4327485380116959,151,70
1,sign_sidak,0.5918367346938775,0.02027027027027027,0.4239766081871345,148,70
2,sign_bonferroni,0.5918367346938775,0.02027027027027027,0.4239766081871345,148,70
3,sign_lsu,0.7860696517412935,0.31601731601731603,0.9239766081871345,462,70
4,sign_uncorr_0.01,0.8058510638297872,0.26097560975609757,0.8859649122807017,410,70
5,sign_uncorr_0.05,0.7331118493909191,0.40998217468805703,0.9678362573099415,561,70
6,sign_eff_0.05,0.7750611246943765,0.33403361344537813,0.9269005847953217,476,70
7,sign_eff_0.1,0.8175582990397805,0.22997416020671835,0.8713450292397661,387,70
8,sign_eff_0.15,0.8145896656534954,0.1518987341772152,0.783625730994152,316,70
9,sign_holm_bonferroni,0.3309002433090024,0.014492753623188406,0.19883040935672514,69,70
10,sign_sidak,0.3309002433090024,0.014492753623188406,0.19883040935672514,69,70
11,sign_bonferroni,0.32682926829268294,0.014705882352941176,0.195906432748538,68,70
12,sign_lsu,0.7456556082148499,0.18900343642611683,0.6900584795321637,291,70
13,sign_uncorr_0.01,0.745928338762215,0.15808823529411764,0.6695906432748538,272,70
14,sign_uncorr_0.05,0.7423469387755102,0.3416289592760181,0.8508771929824561,442,70
