,p_vals_full,mean_eff_size,abs_eff_size,p_vals_sz_20,eff_size_sz_20,freq_repr_sz_20,p_vals_sz_25,eff_size_sz_25,freq_repr_sz_25,p_vals_sz_30,eff_size_sz_30,freq_repr_sz_30,p_vals_sz_40,eff_size_sz_40,freq_repr_sz_40,p_vals_sz_50,eff_size_sz_50,freq_repr_sz_50,p_vals_sz_70,eff_size_sz_70,freq_repr_sz_70,band
"('F3', 'F4')",3.543655866477864e-07,-0.5301341062793895,0.5301341062793895,0.9591526686110127,-0.5916975971714425,0.008,0.9244867289047286,-0.5547885078117438,0.022,0.8552759804213498,-0.5695916762792137,0.038,0.7654890210329012,-0.5366718110464802,0.076,0.6487937814860473,-0.5248681905779706,0.178,0.31495812018318703,-0.523766721635544,0.426,alpha1
"('T4', 'C4')",2.6514250891395506e-07,-0.5283675167831824,0.5283675167831824,0.9448131605333463,-0.5864415480435065,0.006,0.9324030891969648,-0.5511026611515543,0.024,0.8845455390199256,-0.5435792832894277,0.042,0.7621637739199844,-0.5360221752302797,0.072,0.6091972912820887,-0.5368070461788126,0.168,0.3005797205073118,-0.5167435559653968,0.432,beta2
"('Fp2', 'C3')",1.2045114614897025e-07,-0.5237832255433872,0.5237832255433872,0.9578800505794056,-0.5750016350282655,0.01,0.9375072716023433,-0.5574763533032475,0.012,0.8736480365238262,-0.5622675243338321,0.042,0.7611848077310308,-0.546134850764053,0.066,0.614647049072718,-0.5252396253097051,0.172,0.27600563146561974,-0.5301826469908836,0.49,alpha1
"('Fz', 'O2')",4.385032050481297e-06,-0.5195576502364952,0.5195576502364952,0.9676137219330792,-0.5339249299406691,0.006,0.9664669580829879,-0.5017891024272232,0.006,0.9227467055599031,-0.5104462293030967,0.02,0.8703934257313223,-0.48203605517999565,0.024,0.7511305547890818,-0.47479746321618505,0.082,0.41753636148342876,-0.48737562929196876,0.316,alpha2
"('T4', 'C4')",7.039812252143626e-07,-0.5193853373879134,0.5193853373879134,0.9722291118205229,-0.582048607109918,0.006,0.9595833302381775,-0.5473829915434345,0.004,0.941631331817313,-0.5282689796058078,0.006,0.835184886042337,-0.52244046397755,0.036,0.6715106380671371,-0.5251256841956947,0.116,0.32828490767968055,-0.5089015705095337,0.342,alpha2
"('Fp1', 'F7')",1.0454571033811658e-08,-0.5183143780404981,0.5183143780404981,0.9639654238413746,-0.6299158903282319,0.002,0.917087183600291,-0.6126972019875695,0.01,0.8390207276928519,-0.615820127560631,0.03,0.6648605212467177,-0.5924556145467613,0.106,0.47147559683576107,-0.5857204766949614,0.24,0.14873487312871217,-0.5693587162521483,0.618,alpha1
"('Fz', 'T6')",2.8319661395845035e-08,-0.5174643980967903,0.5174643980967903,0.956077786914261,-0.5994213031338894,0.006,0.9203740385870138,-0.5883284160551805,0.016,0.8450551516805475,-0.590447500595394,0.052,0.727081601887416,-0.54872263181548,0.09,0.5430131876359441,-0.5554706285500077,0.202,0.19384091943898024,-0.5572663835757066,0.602,alpha2
"('T6', 'Pz')",5.000705734399406e-07,0.5164082341787316,0.5164082341787316,0.9650860950219223,0.5879982118811179,0.004,0.9357082564217284,0.5577672418623107,0.008,0.8776621912811038,0.5635753580813125,0.03,0.7344726440401125,0.542988655896121,0.12,0.6372792614257324,0.5228711694379059,0.196,0.3141444236373943,0.5218248213103462,0.428,alpha1
"('Fp1', 'Fz')",2.025415871291818e-06,-0.5140737059803702,0.5140737059803702,0.9953192211067381,-0.5278828571338291,0.0,0.9900677874265377,-0.4996708460097887,0.0,0.9622124458244954,-0.5126824132402152,0.002,0.8900826562432693,-0.4965053984819347,0.016,0.7429387010051657,-0.4971451141281879,0.044,0.3545225231038623,-0.48797835764012404,0.258,delta
"('T3', 'T6')",3.939248486236305e-06,-0.5131310019853894,0.5131310019853894,0.9865368827309823,-0.5157783778574082,0.004,0.9580682074026641,-0.5018270569302188,0.004,0.9242831824451336,-0.5044794699394223,0.022,0.8363173429516504,-0.49817449038205075,0.028,0.7355643969365451,-0.49122625739692466,0.076,0.4377687287017716,-0.47622491746404033,0.256,alpha2
