,index,dice,fdr,power,count
40,sign_uncorr_0.01,0.6666666666666666,0.18220338983050846,0.5626822157434402,236
41,sign_uncorr_0.05,0.7235772357723578,0.3240506329113924,0.7784256559766763,395
42,sign_eff_0.05,0.7333333333333333,0.29973474801061006,0.7696793002915452,377
43,sign_eff_0.1,0.7044410413476263,0.25806451612903225,0.6705539358600583,310
44,sign_eff_0.15,0.6710963455149501,0.22007722007722008,0.5889212827988338,259
45,sign_holm_bonferroni,0.011594202898550725,0.0,0.0058309037900874635,2
46,sign_sidak,0.011594202898550725,0.0,0.0058309037900874635,2
47,sign_bonferroni,0.011594202898550725,0.0,0.0058309037900874635,2
48,sign_lsu,0.2706766917293233,0.03571428571428571,0.15743440233236153,56
49,sign_uncorr_0.01,0.4875,0.145985401459854,0.34110787172011664,137
50,sign_uncorr_0.05,0.6613418530351438,0.26855123674911663,0.6034985422740525,283
51,sign_eff_0.05,0.6600331674958541,0.23461538461538461,0.5801749271137027,260
52,sign_eff_0.1,0.6058394160583942,0.1902439024390244,0.4839650145772595,205
53,sign_eff_0.15,0.550098231827112,0.1566265060240964,0.40816326530612246,166
0,sign_holm_bonferroni,0.15466666666666667,0.0,0.0838150289017341,29
1,sign_sidak,0.15466666666666667,0.0,0.0838150289017341,29
2,sign_bonferroni,0.15466666666666667,0.0,0.0838150289017341,29
3,sign_lsu,0.6037735849056604,0.13043478260869565,0.4624277456647399,184
4,sign_uncorr_0.01,0.6167883211678832,0.16336633663366337,0.4884393063583815,202
5,sign_uncorr_0.05,0.6764705882352942,0.31137724550898205,0.6647398843930635,334
6,sign_eff_0.05,0.6757164404223228,0.29337539432176657,0.6473988439306358,317
7,sign_eff_0.1,0.6537842190016103,0.26181818181818184,0.5867052023121387,275
8,sign_eff_0.15,0.6178010471204188,0.22026431718061673,0.5115606936416185,227
9,sign_holm_bonferroni,0.0670391061452514,0.0,0.03468208092485549,12
10,sign_sidak,0.0670391061452514,0.0,0.03468208092485549,12
11,sign_bonferroni,0.0670391061452514,0.0,0.03468208092485549,12
12,sign_lsu,0.4342105263157895,0.1,0.2861271676300578,110
13,sign_uncorr_0.01,0.5248508946322068,0.1592356687898089,0.3815028901734104,157
14,sign_uncorr_0.05,0.665648854961832,0.29449838187702265,0.630057803468208,309
15,sign_eff_0.05,0.6477987421383647,0.2896551724137931,0.5953757225433526,290
16,sign_eff_0.1,0.6226086956521739,0.2183406113537118,0.5173410404624278,229
17,sign_eff_0.15,0.5654648956356736,0.17679558011049723,0.430635838150289,181
18,sign_holm_bonferroni,0.07242339832869081,0.0,0.03757225433526012,13
19,sign_sidak,0.07242339832869081,0.0,0.03757225433526012,13
20,sign_bonferroni,0.07242339832869081,0.0,0.03757225433526012,13
21,sign_lsu,0.47109207708779444,0.09090909090909091,0.3179190751445087,121
22,sign_uncorr_0.01,0.545816733067729,0.12179487179487179,0.3959537572254335,156
23,sign_uncorr_0.05,0.7106446776611695,0.2616822429906542,0.684971098265896,321
24,sign_eff_0.05,0.6902927580893683,0.2607260726072607,0.6473988439306358,303
25,sign_eff_0.1,0.658703071672355,0.19583333333333333,0.5578034682080925,240
26,sign_eff_0.15,0.5816135084427767,0.1711229946524064,0.4479768786127168,187
27,sign_holm_bonferroni,0.10410958904109589,0.0,0.05491329479768786,19
28,sign_sidak,0.10410958904109589,0.0,0.05491329479768786,19
29,sign_bonferroni,0.10410958904109589,0.0,0.05491329479768786,19
30,sign_lsu,0.4411134903640257,0.1487603305785124,0.2976878612716763,121
31,sign_uncorr_0.01,0.5030181086519114,0.17218543046357615,0.36127167630057805,151
32,sign_uncorr_0.05,0.6289308176100629,0.3103448275862069,0.5780346820809249,290
33,sign_eff_0.05,0.6211382113821138,0.2899628252788104,0.5520231213872833,269
34,sign_eff_0.1,0.5979020979020979,0.24336283185840707,0.49421965317919075,226
35,sign_eff_0.15,0.5419847328244275,0.20224719101123595,0.41040462427745666,178
36,sign_holm_bonferroni,0.11444141689373297,0.0,0.06069364161849711,21
37,sign_sidak,0.11444141689373297,0.0,0.06069364161849711,21
38,sign_bonferroni,0.11444141689373297,0.0,0.06069364161849711,21
39,sign_lsu,0.484472049689441,0.145985401459854,0.33815028901734107,137
40,sign_uncorr_0.01,0.5583173996175909,0.1751412429378531,0.42196531791907516,177
41,sign_uncorr_0.05,0.698005698005698,0.31179775280898875,0.708092485549133,356
42,sign_eff_0.05,0.6795252225519288,0.3018292682926829,0.661849710982659,328
43,sign_eff_0.1,0.6535303776683087,0.24334600760456274,0.5751445086705202,263
44,sign_eff_0.15,0.5963636363636363,0.19607843137254902,0.47398843930635837,204
45,sign_holm_bonferroni,0.07734806629834254,0.125,0.04046242774566474,16
46,sign_sidak,0.07734806629834254,0.125,0.04046242774566474,16
47,sign_bonferroni,0.07734806629834254,0.125,0.04046242774566474,16
48,sign_lsu,0.42424242424242425,0.15517241379310345,0.2832369942196532,116
49,sign_uncorr_0.01,0.504930966469428,0.20496894409937888,0.3699421965317919,161
50,sign_uncorr_0.05,0.6460587326120556,0.30564784053156147,0.6040462427745664,301
51,sign_eff_0.05,0.64,0.2831541218637993,0.5780346820809249,279
52,sign_eff_0.1,0.6116838487972509,0.2457627118644068,0.5144508670520231,236
53,sign_eff_0.15,0.5526315789473685,0.20967741935483872,0.42485549132947975,186
0,sign_holm_bonferroni,0.061452513966480445,0.0,0.03170028818443804,11
1,sign_sidak,0.061452513966480445,0.0,0.03170028818443804,11
2,sign_bonferroni,0.056022408963585436,0.0,0.02881844380403458,10
3,sign_lsu,0.3682983682983683,0.036585365853658534,0.2276657060518732,82
4,sign_uncorr_0.01,0.5185185185185185,0.09352517985611511,0.3631123919308357,139
5,sign_uncorr_0.05,0.6790123456790124,0.2691029900332226,0.6340057636887608,301
6,sign_eff_0.05,0.6666666666666666,0.26223776223776224,0.6080691642651297,286
7,sign_eff_0.1,0.6275862068965518,0.21888412017167383,0.5244956772334294,233
8,sign_eff_0.15,0.5774378585086042,0.14204545454545456,0.43515850144092216,176
9,sign_holm_bonferroni,0.10869565217391304,0.047619047619047616,0.05763688760806916,21
10,sign_sidak,0.10869565217391304,0.047619047619047616,0.05763688760806916,21
11,sign_bonferroni,0.10869565217391304,0.047619047619047616,0.05763688760806916,21
12,sign_lsu,0.583804143126177,0.15760869565217392,0.44668587896253603,184
13,sign_uncorr_0.01,0.6195652173913043,0.16585365853658537,0.49279538904899134,205
14,sign_uncorr_0.05,0.6601941747572816,0.36363636363636365,0.6858789625360231,374
15,sign_eff_0.05,0.6535211267605634,0.3608815426997245,0.6685878962536023,363
16,sign_eff_0.1,0.6377708978328174,0.3110367892976589,0.5936599423631124,299
17,sign_eff_0.15,0.6109215017064846,0.2510460251046025,0.515850144092219,239
18,sign_holm_bonferroni,0.13440860215053763,0.0,0.07204610951008646,25
19,sign_sidak,0.13440860215053763,0.0,0.07204610951008646,25
20,sign_bonferroni,0.13440860215053763,0.0,0.07204610951008646,25
21,sign_lsu,0.6293706293706294,0.2,0.5187319884726225,225
22,sign_uncorr_0.01,0.6330434782608696,0.20175438596491227,0.5244956772334294,228
23,sign_uncorr_0.05,0.6998654104979811,0.3434343434343434,0.7492795389048992,396
24,sign_eff_0.05,0.6944444444444444,0.3297587131367292,0.7204610951008645,373
25,sign_eff_0.1,0.6747720364741642,0.2861736334405145,0.6397694524495677,311
26,sign_eff_0.15,0.6360655737704918,0.2623574144486692,0.5590778097982709,263
27,sign_holm_bonferroni,0.0881542699724518,0.0,0.04610951008645533,16
28,sign_sidak,0.0881542699724518,0.0,0.04610951008645533,16
29,sign_bonferroni,0.08287292817679558,0.0,0.043227665706051875,15
30,sign_lsu,0.30024213075060535,0.06060606060606061,0.1786743515850144,66
31,sign_uncorr_0.01,0.4808510638297872,0.08130081300813008,0.3256484149855908,123
32,sign_uncorr_0.05,0.654485049833887,0.22745098039215686,0.5677233429394812,255
33,sign_eff_0.05,0.643598615916955,0.19480519480519481,0.5360230547550432,231
34,sign_eff_0.1,0.5951035781544256,0.14130434782608695,0.4553314121037464,184
35,sign_eff_0.15,0.5306122448979592,0.09090909090909091,0.3746397694524496,143
36,sign_holm_bonferroni,0.07222222222222222,0.0,0.037463976945244955,13
37,sign_sidak,0.07222222222222222,0.0,0.037463976945244955,13
38,sign_bonferroni,0.07222222222222222,0.0,0.037463976945244955,13
39,sign_lsu,0.3926940639269406,0.054945054945054944,0.2478386167146974,91
40,sign_uncorr_0.01,0.532,0.13071895424836602,0.38328530259365995,153
41,sign_uncorr_0.05,0.6793650793650794,0.24381625441696114,0.6167146974063401,283
42,sign_eff_0.05,0.6873977086743044,0.20454545454545456,0.6051873198847262,264
43,sign_eff_0.1,0.6319569120287253,0.1619047619047619,0.5072046109510087,210
44,sign_eff_0.15,0.5664739884393064,0.14534883720930233,0.42363112391930835,172
45,sign_holm_bonferroni,0.07756232686980609,0.0,0.040345821325648415,14
46,sign_sidak,0.07756232686980609,0.0,0.040345821325648415,14
47,sign_bonferroni,0.07756232686980609,0.0,0.040345821325648415,14
48,sign_lsu,0.2857142857142857,0.01694915254237288,0.16714697406340057,59
49,sign_uncorr_0.01,0.41318681318681316,0.12962962962962962,0.27089337175792505,108
50,sign_uncorr_0.05,0.5384615384615384,0.2613065326633166,0.42363112391930835,199
51,sign_eff_0.05,0.5296296296296297,0.25906735751295334,0.41210374639769454,193
52,sign_eff_0.1,0.46747967479674796,0.20689655172413793,0.3314121037463977,145
53,sign_eff_0.15,0.42398286937901497,0.175,0.28530259365994237,120
0,sign_holm_bonferroni,0.045584045584045586,0.0,0.023323615160349854,8
1,sign_sidak,0.045584045584045586,0.0,0.023323615160349854,8
2,sign_bonferroni,0.045584045584045586,0.0,0.023323615160349854,8
3,sign_lsu,0.3805104408352668,0.06818181818181818,0.239067055393586,88
4,sign_uncorr_0.01,0.47257383966244726,0.1450381679389313,0.32653061224489793,131
5,sign_uncorr_0.05,0.629570747217806,0.3076923076923077,0.577259475218659,286
6,sign_eff_0.05,0.6282894736842105,0.2792452830188679,0.5568513119533528,265
7,sign_eff_0.1,0.572463768115942,0.24401913875598086,0.4606413994169096,209
8,sign_eff_0.15,0.503968253968254,0.2111801242236025,0.37026239067055394,161
9,sign_holm_bonferroni,0.08379888268156424,0.0,0.043731778425655975,15
10,sign_sidak,0.08379888268156424,0.0,0.043731778425655975,15
11,sign_bonferroni,0.08379888268156424,0.0,0.043731778425655975,15
12,sign_lsu,0.33890214797136037,0.06578947368421052,0.20699708454810495,76
13,sign_uncorr_0.01,0.48523206751054854,0.12213740458015267,0.33527696793002915,131
14,sign_uncorr_0.05,0.6698717948717948,0.25622775800711745,0.60932944606414,281
15,sign_eff_0.05,0.6401326699834162,0.25769230769230766,0.5626822157434402,260
16,sign_eff_0.1,0.570902394106814,0.225,0.4518950437317784,200
17,sign_eff_0.15,0.5170340681362725,0.17307692307692307,0.3760932944606414,156
18,sign_holm_bonferroni,0.09418282548476455,0.05555555555555555,0.04956268221574344,18
19,sign_sidak,0.09944751381215469,0.05263157894736842,0.052478134110787174,19
20,sign_bonferroni,0.09418282548476455,0.05555555555555555,0.04956268221574344,18
21,sign_lsu,0.3837471783295711,0.15,0.2478134110787172,100
22,sign_uncorr_0.01,0.532803180914513,0.1625,0.39067055393586003,160
23,sign_uncorr_0.05,0.6517189835575485,0.3312883435582822,0.6355685131195336,326
24,sign_eff_0.05,0.631911532385466,0.3103448275862069,0.5830903790087464,290
25,sign_eff_0.1,0.6153846153846154,0.2314410480349345,0.5131195335276968,229
26,sign_eff_0.15,0.5578747628083491,0.20108695652173914,0.42857142857142855,184
27,sign_holm_bonferroni,0.09444444444444444,0.0,0.04956268221574344,17
28,sign_sidak,0.09444444444444444,0.0,0.04956268221574344,17
29,sign_bonferroni,0.09444444444444444,0.0,0.04956268221574344,17
30,sign_lsu,0.4595744680851064,0.14960629921259844,0.31486880466472306,127
31,sign_uncorr_0.01,0.4959349593495935,0.18120805369127516,0.3556851311953353,149
32,sign_uncorr_0.05,0.6741935483870968,0.24548736462093862,0.60932944606414,277
33,sign_eff_0.05,0.657762938230384,0.23046875,0.5743440233236151,256
34,sign_eff_0.1,0.6010928961748634,0.19902912621359223,0.48104956268221577,206
35,sign_eff_0.15,0.5362035225048923,0.18452380952380953,0.39941690962099125,168
36,sign_holm_bonferroni,0.0997229916897507,0.0,0.052478134110787174,18
37,sign_sidak,0.0997229916897507,0.0,0.052478134110787174,18
38,sign_bonferroni,0.0997229916897507,0.0,0.052478134110787174,18
39,sign_lsu,0.4581497797356828,0.06306306306306306,0.3032069970845481,111
40,sign_uncorr_0.01,0.5502008032128514,0.11612903225806452,0.39941690962099125,155
41,sign_uncorr_0.05,0.6896551724137931,0.2542372881355932,0.641399416909621,295
42,sign_eff_0.05,0.6710097719869706,0.23985239852398524,0.6005830903790087,271
43,sign_eff_0.1,0.6279491833030852,0.16826923076923078,0.5043731778425656,208
44,sign_eff_0.15,0.5741811175337187,0.1534090909090909,0.43440233236151604,176
45,sign_holm_bonferroni,0.0784313725490196,0.0,0.04081632653061224,14
46,sign_sidak,0.0784313725490196,0.0,0.04081632653061224,14
47,sign_bonferroni,0.0784313725490196,0.0,0.04081632653061224,14
48,sign_lsu,0.49361702127659574,0.08661417322834646,0.33819241982507287,127
49,sign_uncorr_0.01,0.5813953488372093,0.1329479768786127,0.43731778425655976,173
50,sign_uncorr_0.05,0.726998491704374,0.246875,0.7026239067055393,320
51,sign_eff_0.05,0.7171561051004637,0.23684210526315788,0.6763848396501457,304
52,sign_eff_0.1,0.6678082191780822,0.1908713692946058,0.5685131195335277,241
53,sign_eff_0.15,0.5985130111524164,0.17435897435897435,0.46938775510204084,195
0,sign_holm_bonferroni,0.056818181818181816,0.09090909090909091,0.02932551319648094,11
1,sign_sidak,0.056818181818181816,0.09090909090909091,0.02932551319648094,11
2,sign_bonferroni,0.056818181818181816,0.09090909090909091,0.02932551319648094,11
3,sign_lsu,0.2885085574572127,0.1323529411764706,0.17302052785923755,68
4,sign_uncorr_0.01,0.3956043956043956,0.21052631578947367,0.26392961876832843,114
5,sign_uncorr_0.05,0.5911330049261084,0.3283582089552239,0.5278592375366569,268
6,sign_eff_0.05,0.575809199318569,0.3130081300813008,0.49560117302052786,246
7,sign_eff_0.1,0.519774011299435,0.2736842105263158,0.4046920821114369,190
8,sign_eff_0.15,0.4342379958246347,0.2463768115942029,0.30498533724340177,138
9,sign_holm_bonferroni,0.15135135135135136,0.034482758620689655,0.08211143695014662,29
10,sign_sidak,0.15135135135135136,0.034482758620689655,0.08211143695014662,29
11,sign_bonferroni,0.15135135135135136,0.034482758620689655,0.08211143695014662,29
12,sign_lsu,0.547244094488189,0.16766467065868262,0.40762463343108507,167
13,sign_uncorr_0.01,0.5864661654135338,0.18324607329842932,0.4574780058651026,191
14,sign_uncorr_0.05,0.6636904761904762,0.32628398791540786,0.6539589442815249,331
15,sign_eff_0.05,0.6584992343032159,0.3108974358974359,0.6304985337243402,312
16,sign_eff_0.1,0.6324503311258278,0.2737642585551331,0.5601173020527859,263
17,sign_eff_0.15,0.6164874551971327,0.2073732718894009,0.5043988269794721,217
18,sign_holm_bonferroni,0.1711229946524064,0.030303030303030304,0.093841642228739,33
19,sign_sidak,0.1711229946524064,0.030303030303030304,0.093841642228739,33
20,sign_bonferroni,0.1711229946524064,0.030303030303030304,0.093841642228739,33
21,sign_lsu,0.6841243862520459,0.22592592592592592,0.6129032258064516,270
22,sign_uncorr_0.01,0.664440734557596,0.22868217054263565,0.5835777126099707,258
23,sign_uncorr_0.05,0.7069645203679369,0.3595238095238095,0.7888563049853372,420
24,sign_eff_0.05,0.7117726657645467,0.3391959798994975,0.7712609970674487,398
25,sign_eff_0.1,0.6910688140556369,0.30994152046783624,0.6920821114369502,342
26,sign_eff_0.15,0.6773675762439807,0.25177304964539005,0.6187683284457478,282
27,sign_holm_bonferroni,0.005847953216374269,0.0,0.002932551319648094,1
28,sign_sidak,0.005847953216374269,0.0,0.002932551319648094,1
29,sign_bonferroni,0.005847953216374269,0.0,0.002932551319648094,1
30,sign_lsu,0.24937655860349128,0.16666666666666666,0.1466275659824047,60
31,sign_uncorr_0.01,0.41422594142259417,0.2773722627737226,0.2903225806451613,137
32,sign_uncorr_0.05,0.5863708399366085,0.3620689655172414,0.5425219941348973,290
33,sign_eff_0.05,0.5804311774461028,0.3320610687022901,0.5131964809384164,262
34,sign_eff_0.1,0.5457875457875457,0.2731707317073171,0.436950146627566,205
35,sign_eff_0.15,0.45691382765531063,0.27848101265822783,0.3343108504398827,158
36,sign_holm_bonferroni,0.05698005698005698,0.0,0.02932551319648094,10
37,sign_sidak,0.05698005698005698,0.0,0.02932551319648094,10
38,sign_bonferroni,0.05698005698005698,0.0,0.02932551319648094,10
39,sign_lsu,0.4782608695652174,0.07563025210084033,0.3225806451612903,119
40,sign_uncorr_0.01,0.5528455284552846,0.09933774834437085,0.39882697947214074,151
41,sign_uncorr_0.05,0.6467817896389325,0.30405405405405406,0.6041055718475073,296
42,sign_eff_0.05,0.6548387096774193,0.2724014336917563,0.5953079178885631,279
43,sign_eff_0.1,0.6093189964157706,0.21658986175115208,0.49853372434017595,217
44,sign_eff_0.15,0.5907335907335908,0.13559322033898305,0.44868035190615835,177
45,sign_holm_bonferroni,0.1909814323607427,0.0,0.10557184750733138,36
46,sign_sidak,0.1909814323607427,0.0,0.10557184750733138,36
47,sign_bonferroni,0.1909814323607427,0.0,0.10557184750733138,36
48,sign_lsu,0.5021459227467812,0.064,0.34310850439882695,125
49,sign_uncorr_0.01,0.5754527162977867,0.08333333333333333,0.41935483870967744,156
50,sign_uncorr_0.05,0.7111111111111111,0.22491349480968859,0.656891495601173,289
51,sign_eff_0.05,0.7034035656401945,0.213768115942029,0.6363636363636364,276
52,sign_eff_0.1,0.6714031971580817,0.14864864864864866,0.5542521994134897,222
53,sign_eff_0.15,0.6283524904214559,0.09392265193370165,0.4809384164222874,181
0,sign_holm_bonferroni,0.1347708894878706,0.0,0.07225433526011561,25
1,sign_sidak,0.1347708894878706,0.0,0.07225433526011561,25
2,sign_bonferroni,0.1347708894878706,0.0,0.07225433526011561,25
3,sign_lsu,0.48187633262260127,0.08130081300813008,0.3265895953757225,123
4,sign_uncorr_0.01,0.5252525252525253,0.12751677852348994,0.37572254335260113,149
5,sign_uncorr_0.05,0.5958132045088567,0.32727272727272727,0.5346820809248555,275
6,sign_eff_0.05,0.5815126050420169,0.30522088353413657,0.5,249
7,sign_eff_0.1,0.5434380776340111,0.24615384615384617,0.42485549132947975,195
8,sign_eff_0.15,0.5129224652087475,0.17834394904458598,0.37283236994219654,157
9,sign_holm_bonferroni,0.16445623342175067,0.0,0.08959537572254335,31
10,sign_sidak,0.16445623342175067,0.0,0.08959537572254335,31
11,sign_bonferroni,0.16445623342175067,0.0,0.08959537572254335,31
12,sign_lsu,0.5386138613861386,0.14465408805031446,0.3930635838150289,159
13,sign_uncorr_0.01,0.576271186440678,0.17297297297297298,0.4421965317919075,185
14,sign_uncorr_0.05,0.6941176470588235,0.2934131736526946,0.6820809248554913,334
15,sign_eff_0.05,0.6846846846846847,0.2875,0.6589595375722543,320
16,sign_eff_0.1,0.6612903225806451,0.2518248175182482,0.5924855491329479,274
17,sign_eff_0.15,0.6129032258064516,0.19339622641509435,0.49421965317919075,212
18,sign_holm_bonferroni,0.11413043478260869,0.045454545454545456,0.06069364161849711,22
19,sign_sidak,0.11413043478260869,0.045454545454545456,0.06069364161849711,22
20,sign_bonferroni,0.11413043478260869,0.045454545454545456,0.06069364161849711,22
21,sign_lsu,0.6216216216216216,0.25203252032520324,0.5317919075144508,246
22,sign_uncorr_0.01,0.6179966044142614,0.25102880658436216,0.5260115606936416,243
23,sign_uncorr_0.05,0.6357615894039735,0.4132029339853301,0.6936416184971098,409
24,sign_eff_0.05,0.6468200270635994,0.39185750636132316,0.6907514450867052,393
25,sign_eff_0.1,0.6461988304093568,0.34615384615384615,0.638728323699422,338
26,sign_eff_0.15,0.6411483253588517,0.2846975088967972,0.5809248554913294,281
27,sign_holm_bonferroni,0.011494252873563218,0.0,0.005780346820809248,2
28,sign_sidak,0.011494252873563218,0.0,0.005780346820809248,2
29,sign_bonferroni,0.011494252873563218,0.0,0.005780346820809248,2
30,sign_lsu,0.0989010989010989,0.0,0.05202312138728324,18
31,sign_uncorr_0.01,0.38461538461538464,0.11458333333333333,0.24566473988439305,96
