,sign_holm_bonferroni,sign_sidak,sign_bonferroni,sign_lsu,sign_eff_0.05,sign_eff_0.1,sign_eff_0.15,chan_pair,band
875,0.0,0.0,0.0,0.35,0.325,0.075,0.075,Fz/Cz,beta2
876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/T4,beta2
877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/Pz,beta2
878,0.0,0.0,0.0,0.35,0.275,0.175,0.0,Fp2/T4,beta2
879,0.0,0.0,0.0,0.025,0.025,0.0,0.0,F7/C4,beta2
880,0.0,0.0,0.0,0.25,0.2,0.075,0.025,Fp2/C3,beta2
881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/O2,beta2
882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T4/T5,beta2
883,0.0,0.0,0.0,0.6,0.575,0.375,0.075,F3/Pz,beta2
884,0.225,0.225,0.2,1.0,0.975,0.975,0.8,C3/O2,beta2
885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/O2,beta2
886,0.0,0.0,0.0,0.025,0.0,0.0,0.0,Fp2/T3,beta2
887,0.0,0.0,0.0,0.025,0.0,0.0,0.0,C3/T5,beta2
888,0.725,0.725,0.725,1.0,1.0,1.0,0.95,C4/T4,beta2
889,0.275,0.275,0.275,0.95,0.95,0.85,0.7,P3/O2,beta2
890,0.0,0.0,0.0,0.325,0.325,0.1,0.025,T3/Pz,beta2
891,0.025,0.0,0.0,0.875,0.875,0.625,0.325,P4/T6,beta2
892,0.0,0.0,0.0,0.05,0.075,0.0,0.0,T4/O1,beta2
893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/T6,beta2
894,0.0,0.0,0.0,0.85,0.9,0.7,0.375,P4/O2,beta2
895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/P3,beta2
896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/Pz,beta2
897,0.25,0.2,0.2,1.0,1.0,0.95,0.775,Cz/O2,beta2
898,0.0,0.0,0.0,0.175,0.175,0.1,0.025,Fp1/T4,beta2
899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/T5,beta2
900,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Fp1/P4,beta2
901,0.05,0.05,0.05,0.85,0.9,0.675,0.325,T3/T5,beta2
902,0.325,0.275,0.275,1.0,1.0,0.975,0.9,Fp1/C3,beta2
903,0.0,0.0,0.0,0.05,0.05,0.0,0.0,T3/T4,beta2
904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/T6,beta2
905,0.0,0.0,0.0,0.075,0.1,0.05,0.025,Fz/T3,beta2
906,0.0,0.0,0.0,0.325,0.45,0.225,0.0,Fz/C4,beta2
907,0.0,0.0,0.0,0.05,0.075,0.025,0.0,F7/T4,beta2
908,0.0,0.0,0.0,0.1,0.225,0.05,0.025,P3/Pz,beta2
909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/O1,beta2
910,0.45,0.425,0.425,1.0,1.0,1.0,0.9,T5/O1,beta2
911,0.0,0.0,0.0,0.0,0.025,0.0,0.0,Cz/T6,beta2
912,0.0,0.0,0.0,0.125,0.125,0.0,0.0,F7/Cz,beta2
913,0.0,0.0,0.0,0.25,0.3,0.025,0.0,Fp2/O1,beta2
914,0.025,0.025,0.025,0.8,0.85,0.55,0.275,T5/P3,beta2
915,0.0,0.0,0.0,0.025,0.025,0.0,0.0,F4/T6,beta2
916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fp2/F4,beta2
917,0.0,0.0,0.0,0.75,0.775,0.6,0.325,F7/C3,beta2
918,0.0,0.0,0.0,0.125,0.125,0.05,0.025,Fp1/C4,beta2
919,0.0,0.0,0.0,0.025,0.05,0.0,0.0,Fz/Pz,beta2
920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4/T6,beta2
921,0.0,0.0,0.0,0.275,0.275,0.175,0.025,P3/T6,beta2
922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F7/O2,beta2
923,0.0,0.0,0.0,0.2,0.2,0.1,0.0,F4/C3,beta2
924,0.025,0.025,0.025,0.6,0.6,0.35,0.125,F8/T5,beta2
925,0.5,0.475,0.475,1.0,1.0,1.0,0.925,Fp2/F8,beta2
926,0.2,0.2,0.2,0.875,0.875,0.725,0.525,T3/C3,beta2
927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/O1,beta2
928,0.0,0.0,0.0,0.375,0.375,0.075,0.025,F3/C4,beta2
929,0.0,0.0,0.0,0.0,0.025,0.0,0.0,T3/C4,beta2
930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/P3,beta2
931,0.0,0.0,0.0,0.075,0.1,0.05,0.025,Fp1/F8,beta2
932,0.275,0.275,0.275,0.975,0.975,0.825,0.6,Fp2/Cz,beta2
933,0.0,0.0,0.0,0.3,0.3,0.125,0.025,Fz/O1,beta2
934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/P4,beta2
935,0.0,0.0,0.0,0.075,0.075,0.0,0.0,C4/T5,beta2
936,0.225,0.225,0.225,1.0,1.0,0.95,0.775,F3/Cz,beta2
937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T3/T6,beta2
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/C4,beta2
939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/T4,beta2
940,0.0,0.0,0.0,0.15,0.15,0.025,0.0,Fp1/T3,beta2
941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/C3,beta2
942,0.0,0.0,0.0,0.55,0.65,0.4,0.225,Cz/C4,beta2
943,0.0,0.0,0.0,0.1,0.05,0.025,0.0,Cz/P3,beta2
944,0.0,0.0,0.0,0.925,0.95,0.7,0.5,T4/T6,beta2
945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/O2,beta2
946,0.0,0.0,0.0,0.225,0.2,0.075,0.05,F7/F8,beta2
947,0.95,0.95,0.95,1.0,1.0,1.0,1.0,F7/F3,beta2
948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/Pz,beta2
949,0.0,0.0,0.0,0.025,0.025,0.0,0.0,F4/T5,beta2
950,0.45,0.4,0.375,1.0,1.0,1.0,0.95,Fp1/Cz,beta2
951,0.025,0.025,0.0,0.575,0.575,0.35,0.15,T5/O2,beta2
952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/O1,beta2
953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/O2,beta2
954,0.0,0.0,0.0,0.425,0.4,0.175,0.075,T3/Cz,beta2
955,0.0,0.0,0.0,0.225,0.225,0.05,0.025,F8/T3,beta2
956,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Fz/C3,beta2
957,0.3,0.3,0.3,0.975,0.925,0.85,0.675,F3/T3,beta2
958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/O1,beta2
959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/T6,beta2
960,0.025,0.025,0.025,0.9,0.875,0.575,0.325,Pz/O2,beta2
961,0.0,0.0,0.0,0.325,0.35,0.2,0.075,T5/P4,beta2
962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cz/T5,beta2
963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/P3,beta2
964,0.0,0.0,0.0,0.4,0.375,0.125,0.075,Fz/F8,beta2
965,0.1,0.1,0.1,0.75,0.775,0.475,0.4,Cz/O1,beta2
966,0.025,0.025,0.025,0.75,0.725,0.6,0.375,C4/O1,beta2
967,0.575,0.525,0.5,0.975,1.0,0.95,0.925,T4/P4,beta2
968,0.05,0.05,0.05,0.55,0.525,0.3,0.125,P4/O1,beta2
969,0.0,0.0,0.0,0.025,0.025,0.0,0.0,T5/T6,beta2
970,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/F3,beta2
971,0.0,0.0,0.0,0.05,0.025,0.025,0.0,Cz/Pz,beta2
972,0.0,0.0,0.0,0.075,0.075,0.025,0.0,F4/P4,beta2
973,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Fz/P4,beta2
974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/Pz,beta2
975,0.0,0.0,0.0,0.325,0.325,0.275,0.1,F7/Fz,beta2
976,0.0,0.0,0.0,0.275,0.225,0.15,0.0,F4/Pz,beta2
977,0.475,0.45,0.45,1.0,1.0,1.0,0.975,Fp1/Fp2,beta2
978,0.0,0.0,0.0,0.075,0.15,0.025,0.0,Fp2/P3,beta2
979,0.0,0.0,0.0,0.15,0.125,0.025,0.0,C3/T6,beta2
980,0.15,0.15,0.15,0.95,0.95,0.725,0.575,F4/C4,beta2
981,0.0,0.0,0.0,0.025,0.025,0.0,0.0,F7/F4,beta2
982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/P3,beta2
983,0.025,0.025,0.025,0.65,0.65,0.4,0.075,T4/Pz,beta2
984,0.5,0.5,0.475,1.0,1.0,1.0,0.925,F3/C3,beta2
985,0.0,0.0,0.0,0.1,0.1,0.025,0.0,Fp2/F7,beta2
986,0.0,0.0,0.0,0.125,0.15,0.05,0.0,F8/Cz,beta2
987,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Fp2/P4,beta2
988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pz/T6,beta2
989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/T3,beta2
990,0.0,0.0,0.0,0.025,0.05,0.0,0.0,T3/O2,beta2
991,0.0,0.0,0.0,0.125,0.15,0.025,0.025,F8/P3,beta2
992,0.0,0.0,0.0,0.65,0.65,0.5,0.25,F3/F4,beta2
993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/T5,beta2
994,0.0,0.0,0.0,0.2,0.225,0.05,0.0,C3/P4,beta2
995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/O2,beta2
996,0.65,0.65,0.6,1.0,1.0,1.0,0.975,F8/T4,beta2
997,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Fp1/T5,beta2
998,0.0,0.0,0.0,0.025,0.025,0.025,0.025,T3/P4,beta2
999,0.0,0.0,0.0,0.275,0.275,0.125,0.05,T3/O1,beta2
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/T5,beta2
1001,0.0,0.0,0.0,0.375,0.275,0.1,0.025,F7/T6,beta2
1002,0.075,0.075,0.075,0.8,0.8,0.625,0.275,F8/C4,beta2
1003,0.0,0.0,0.0,0.025,0.025,0.025,0.0,F7/O1,beta2
1004,0.375,0.35,0.35,1.0,1.0,0.95,0.65,O1/O2,beta2
1005,0.35,0.35,0.35,0.975,0.925,0.875,0.85,F7/T3,beta2
1006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/F7,beta2
1007,0.0,0.0,0.0,0.2,0.25,0.075,0.025,C3/Cz,beta2
1008,0.0,0.0,0.0,0.2,0.225,0.075,0.0,Fp2/T5,beta2
1009,0.0,0.0,0.0,0.175,0.125,0.025,0.0,F7/P4,beta2
1010,0.2,0.2,0.2,0.925,0.9,0.8,0.45,F4/Cz,beta2
1011,0.05,0.05,0.05,0.85,0.85,0.675,0.35,Cz/T4,beta2
1012,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Fz/O2,beta2
1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/F8,beta2
1014,0.65,0.625,0.625,1.0,1.0,1.0,0.975,Fz/F4,beta2
1015,0.0,0.0,0.0,0.075,0.075,0.0,0.0,T6/O1,beta2
1016,0.175,0.175,0.175,0.975,0.95,0.825,0.675,T3/P3,beta2
1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T4/P3,beta2
1018,0.125,0.125,0.125,0.95,0.95,0.8,0.5,Fp2/C4,beta2
1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4/O2,beta2
1020,0.0,0.0,0.0,0.35,0.375,0.275,0.175,P3/P4,beta2
1021,0.0,0.0,0.0,0.65,0.725,0.45,0.225,P3/O1,beta2
1022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fp1/Fz,beta2
1023,0.3,0.25,0.225,1.0,1.0,0.95,0.875,F3/Fz,beta2
1024,0.0,0.0,0.0,0.075,0.075,0.025,0.025,F3/P3,beta2
1025,0.0,0.0,0.0,0.25,0.25,0.15,0.0,Pz/O1,beta2
1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cz/P4,gamma
1027,0.0,0.0,0.0,0.025,0.05,0.0,0.0,C4/Pz,gamma
1028,0.0,0.0,0.0,0.225,0.225,0.025,0.025,Fp1/T6,gamma
1029,0.0,0.0,0.0,0.1,0.125,0.05,0.0,C3/Pz,gamma
1030,0.0,0.0,0.0,0.125,0.175,0.075,0.025,Fp2/Fz,gamma
1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/T6,gamma
1032,0.0,0.0,0.0,0.125,0.1,0.075,0.025,Fz/T4,gamma
1033,0.0,0.0,0.0,0.05,0.05,0.0,0.0,F7/P3,gamma
1034,0.0,0.0,0.0,0.025,0.05,0.0,0.0,Fp2/F3,gamma
1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pz/P4,gamma
1036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4/P3,gamma
1037,0.0,0.0,0.0,0.325,0.325,0.15,0.05,Fp1/F4,gamma
1038,0.0,0.0,0.0,0.5,0.55,0.275,0.1,T5/Pz,gamma
1039,0.025,0.025,0.025,0.9,0.875,0.5,0.2,T4/O2,gamma
1040,0.0,0.0,0.0,0.7,0.65,0.4,0.15,T6/O2,gamma
1041,0.35,0.325,0.3,1.0,1.0,0.95,0.825,F4/F8,gamma
1042,0.0,0.0,0.0,0.1,0.175,0.0,0.0,F8/P4,gamma
1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4/P4,gamma
1044,0.225,0.225,0.225,1.0,1.0,0.875,0.775,F4/T4,gamma
1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/O1,gamma
1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/Cz,gamma
1047,0.0,0.0,0.0,0.05,0.05,0.025,0.0,C3/T4,gamma
1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/Pz,gamma
1049,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Fp2/T4,gamma
1050,0.075,0.075,0.075,0.825,0.825,0.625,0.4,F7/C4,gamma
1051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/C3,gamma
1052,0.0,0.0,0.0,0.125,0.1,0.025,0.0,F4/O2,gamma
1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T4/T5,gamma
1054,0.0,0.0,0.0,0.05,0.05,0.0,0.0,F3/Pz,gamma
1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/O2,gamma
1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/O2,gamma
1057,0.0,0.0,0.0,0.075,0.05,0.025,0.0,Fp2/T3,gamma
1058,0.0,0.0,0.0,0.325,0.3,0.125,0.025,C3/T5,gamma
1059,0.0,0.0,0.0,0.6,0.55,0.325,0.1,C4/T4,gamma
1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3/O2,gamma
1061,0.0,0.0,0.0,0.05,0.05,0.05,0.0,T3/Pz,gamma
1062,0.0,0.0,0.0,0.975,1.0,0.7,0.45,P4/T6,gamma
1063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T4/O1,gamma
1064,0.0,0.0,0.0,0.025,0.025,0.025,0.0,Fz/T6,gamma
1065,0.0,0.0,0.0,0.85,0.925,0.725,0.425,P4/O2,gamma
1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/P3,gamma
1067,0.0,0.0,0.0,0.225,0.2,0.025,0.025,F7/Pz,gamma
1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cz/O2,gamma
1069,0.0,0.0,0.0,0.325,0.3,0.25,0.075,Fp1/T4,gamma
1070,0.0,0.0,0.0,0.05,0.05,0.0,0.0,F7/T5,gamma
1071,0.0,0.0,0.0,0.05,0.025,0.0,0.0,Fp1/P4,gamma
1072,0.0,0.0,0.0,0.4,0.375,0.225,0.05,T3/T5,gamma
1073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/C3,gamma
1074,0.0,0.0,0.0,0.05,0.075,0.025,0.0,T3/T4,gamma
1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/T6,gamma
1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/T3,gamma
1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/C4,gamma
1078,0.0,0.0,0.0,0.2,0.225,0.075,0.0,F7/T4,gamma
1079,0.0,0.0,0.0,0.075,0.15,0.05,0.0,P3/Pz,gamma
1080,0.025,0.025,0.025,0.325,0.35,0.175,0.075,F8/O1,gamma
1081,0.25,0.25,0.25,1.0,0.975,0.9,0.8,T5/O1,gamma
1082,0.0,0.0,0.0,0.025,0.025,0.025,0.0,Cz/T6,gamma
1083,0.025,0.025,0.025,0.7,0.675,0.35,0.125,F7/Cz,gamma
1084,0.025,0.025,0.025,0.825,0.825,0.625,0.35,Fp2/O1,gamma
1085,0.075,0.075,0.075,0.95,0.95,0.925,0.675,T5/P3,gamma
1086,0.025,0.025,0.025,0.45,0.475,0.175,0.15,F4/T6,gamma
1087,1.0,0.975,0.975,1.0,1.0,1.0,1.0,Fp2/F4,gamma
1088,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F7/C3,gamma
1089,0.0,0.0,0.0,0.125,0.125,0.05,0.0,Fp1/C4,gamma
1090,0.0,0.0,0.0,0.0,0.05,0.0,0.0,Fz/Pz,gamma
1091,0.0,0.0,0.0,0.7,0.675,0.35,0.2,C4/T6,gamma
1092,0.0,0.0,0.0,0.025,0.025,0.0,0.0,P3/T6,gamma
1093,0.0,0.0,0.0,0.15,0.15,0.025,0.0,F7/O2,gamma
1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/C3,gamma
1095,0.025,0.025,0.025,0.275,0.225,0.1,0.025,F8/T5,gamma
1096,0.0,0.0,0.0,0.75,0.775,0.475,0.3,Fp2/F8,gamma
1097,0.0,0.0,0.0,0.15,0.125,0.075,0.0,T3/C3,gamma
1098,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Fp1/O1,gamma
1099,0.0,0.0,0.0,0.025,0.025,0.0,0.0,F3/C4,gamma
1100,0.0,0.0,0.0,0.025,0.025,0.0,0.0,T3/C4,gamma
1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/P3,gamma
1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/F8,gamma
1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/Cz,gamma
1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/O1,gamma
1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/P4,gamma
1106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4/T5,gamma
1107,0.0,0.0,0.0,0.075,0.05,0.0,0.0,F3/Cz,gamma
1108,0.0,0.0,0.0,0.05,0.05,0.0,0.0,T3/T6,gamma
1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/C4,gamma
1110,0.0,0.0,0.0,0.0,0.025,0.0,0.0,F3/T4,gamma
1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/T3,gamma
1112,0.3,0.275,0.275,1.0,1.0,0.95,0.8,F8/C3,gamma
1113,0.0,0.0,0.0,0.0,0.025,0.0,0.0,Cz/C4,gamma
1114,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Cz/P3,gamma
1115,0.05,0.05,0.05,0.85,0.875,0.675,0.4,T4/T6,gamma
1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3/O2,gamma
1117,0.0,0.0,0.0,0.325,0.325,0.15,0.025,F7/F8,gamma
1118,0.175,0.15,0.15,0.925,0.9,0.825,0.575,F7/F3,gamma
1119,0.0,0.0,0.0,0.275,0.275,0.05,0.025,F8/Pz,gamma
1120,0.0,0.0,0.0,0.025,0.0,0.0,0.0,F4/T5,gamma
1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/Cz,gamma
1122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T5/O2,gamma
1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/O1,gamma
1124,0.0,0.0,0.0,0.1,0.1,0.025,0.0,F8/O2,gamma
1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T3/Cz,gamma
1126,0.0,0.0,0.0,0.175,0.175,0.025,0.0,F8/T3,gamma
1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/C3,gamma
1128,0.0,0.0,0.0,0.375,0.3,0.1,0.1,F3/T3,gamma
1129,0.0,0.0,0.0,0.125,0.125,0.025,0.0,C3/O1,gamma
1130,0.0,0.0,0.0,0.05,0.025,0.025,0.0,Fp2/T6,gamma
1131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pz/O2,gamma
1132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T5/P4,gamma
1133,0.0,0.0,0.0,0.425,0.4,0.1,0.025,Cz/T5,gamma
1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/P3,gamma
1135,0.0,0.0,0.0,0.275,0.25,0.05,0.0,Fz/F8,gamma
1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cz/O1,gamma
1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C4/O1,gamma
1138,0.0,0.0,0.0,0.575,0.55,0.25,0.125,T4/P4,gamma
1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P4/O1,gamma
1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T5/T6,gamma
1141,0.25,0.25,0.25,1.0,1.0,0.975,0.775,Fp1/F3,gamma
1142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cz/Pz,gamma
1143,0.0,0.0,0.0,0.05,0.05,0.0,0.0,F4/P4,gamma
1144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/P4,gamma
1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/Pz,gamma
1146,0.0,0.0,0.0,0.1,0.1,0.075,0.025,F7/Fz,gamma
1147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/Pz,gamma
1148,0.0,0.0,0.0,0.775,0.75,0.475,0.3,Fp1/Fp2,gamma
1149,0.0,0.0,0.0,0.275,0.275,0.05,0.0,Fp2/P3,gamma
1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/T6,gamma
1151,0.0,0.0,0.0,0.3,0.375,0.175,0.05,F4/C4,gamma
1152,0.0,0.0,0.0,0.1,0.1,0.05,0.0,F7/F4,gamma
1153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp1/P3,gamma
1154,0.0,0.0,0.0,0.1,0.1,0.0,0.0,T4/Pz,gamma
1155,0.0,0.0,0.0,0.2,0.225,0.075,0.025,F3/C3,gamma
1156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/F7,gamma
1157,0.0,0.0,0.0,0.525,0.575,0.3,0.05,F8/Cz,gamma
1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/P4,gamma
1159,0.0,0.0,0.0,0.025,0.025,0.0,0.0,Pz/T6,gamma
1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F4/T3,gamma
1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T3/O2,gamma
1162,0.025,0.025,0.025,0.875,0.875,0.675,0.35,F8/P3,gamma
1163,0.0,0.0,0.0,0.025,0.025,0.0,0.0,F3/F4,gamma
1164,0.0,0.0,0.0,0.1,0.1,0.0,0.0,Fz/T5,gamma
1165,0.0,0.0,0.0,0.025,0.05,0.025,0.0,C3/P4,gamma
1166,0.0,0.0,0.0,0.1,0.1,0.05,0.0,Fp2/O2,gamma
1167,0.05,0.05,0.05,0.675,0.7,0.475,0.35,F8/T4,gamma
1168,0.0,0.0,0.0,0.325,0.275,0.075,0.0,Fp1/T5,gamma
1169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T3/P4,gamma
1170,0.0,0.0,0.0,0.225,0.225,0.1,0.1,T3/O1,gamma
1171,0.0,0.0,0.0,0.425,0.475,0.075,0.0,F3/T5,gamma
1172,0.0,0.0,0.0,0.05,0.05,0.025,0.0,F7/T6,gamma
1173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F8/C4,gamma
1174,0.0,0.0,0.0,0.1,0.125,0.025,0.0,F7/O1,gamma
1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O1/O2,gamma
1176,0.0,0.0,0.0,0.525,0.5,0.2,0.075,F7/T3,gamma
1177,0.65,0.65,0.65,1.0,1.0,1.0,0.975,Fp1/F7,gamma
1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C3/Cz,gamma
1179,0.0,0.0,0.0,0.525,0.55,0.2,0.1,Fp2/T5,gamma
1180,0.0,0.0,0.0,0.325,0.325,0.075,0.0,F7/P4,gamma
1181,0.0,0.0,0.0,0.025,0.025,0.0,0.0,F4/Cz,gamma
1182,0.0,0.0,0.0,0.275,0.25,0.075,0.025,Cz/T4,gamma
1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fz/O2,gamma
1184,0.0,0.0,0.0,0.375,0.375,0.15,0.0,F3/F8,gamma
1185,0.0,0.0,0.0,0.325,0.275,0.1,0.075,Fz/F4,gamma
1186,0.0,0.0,0.0,0.05,0.025,0.0,0.0,T6/O1,gamma
1187,0.0,0.0,0.0,0.175,0.175,0.05,0.0,T3/P3,gamma
1188,0.0,0.0,0.0,0.075,0.075,0.0,0.0,T4/P3,gamma
1189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fp2/C4,gamma
1190,0.0,0.0,0.0,0.075,0.075,0.025,0.0,C4/O2,gamma
1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P3/P4,gamma
1192,0.025,0.025,0.025,0.925,0.95,0.875,0.55,P3/O1,gamma
1193,0.0,0.0,0.0,0.575,0.625,0.3,0.125,Fp1/Fz,gamma
1194,0.0,0.0,0.0,0.375,0.45,0.125,0.025,F3/Fz,gamma
1195,0.0,0.0,0.0,0.125,0.15,0.025,0.0,F3/P3,gamma
1196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pz/O1,gamma
