,index,dice,fdr,power,count,size
9,sign_holm_bonferroni,0.5901639344262295,0.0136986301369863,0.42105263157894735,146,90
10,sign_sidak,0.5814432989690722,0.013986013986013986,0.41228070175438597,143,90
11,sign_bonferroni,0.5814432989690722,0.013986013986013986,0.41228070175438597,143,90
12,sign_lsu,0.8164794007490637,0.2875816993464052,0.956140350877193,459,90
13,sign_uncorr_0.01,0.8486486486486486,0.21105527638190955,0.9181286549707602,398,90
14,sign_uncorr_0.05,0.7594654788418709,0.38669064748201437,0.9970760233918129,556,90
15,sign_eff_0.05,0.8194271481942715,0.28633405639913234,0.9619883040935673,461,90
16,sign_eff_0.1,0.86,0.15921787709497207,0.8801169590643275,358,90
17,sign_eff_0.15,0.8231511254019293,0.08571428571428572,0.7485380116959064,280,90
0,sign_holm_bonferroni,0.6536964980544747,0.011764705882352941,0.4883720930232558,170,90
1,sign_sidak,0.6297029702970297,0.012422360248447204,0.4622093023255814,161,90
2,sign_bonferroni,0.626984126984127,0.0125,0.45930232558139533,160,90
3,sign_lsu,0.8295739348370927,0.2709251101321586,0.9622093023255814,454,90
4,sign_uncorr_0.01,0.8563829787234043,0.2107843137254902,0.936046511627907,408,90
5,sign_uncorr_0.05,0.7626546681664792,0.3779816513761468,0.9854651162790697,545,90
6,sign_eff_0.05,0.8254364089775561,0.27729257641921395,0.9622093023255814,458,90
7,sign_eff_0.1,0.8539325842696629,0.17391304347826086,0.8837209302325582,368,90
8,sign_eff_0.15,0.8294209702660407,0.1016949152542373,0.7703488372093024,295,90
9,sign_holm_bonferroni,0.5726141078838174,0.0,0.4011627906976744,138,90
10,sign_sidak,0.5666666666666667,0.0,0.3953488372093023,136,90
11,sign_bonferroni,0.5636743215031316,0.0,0.39244186046511625,135,90
12,sign_lsu,0.812807881773399,0.2948717948717949,0.9593023255813954,468,90
13,sign_uncorr_0.01,0.8388814913448736,0.22604422604422605,0.9156976744186046,407,90
14,sign_uncorr_0.05,0.7491712707182321,0.39572192513368987,0.9854651162790697,561,90
15,sign_eff_0.05,0.8048780487804879,0.3067226890756303,0.9593023255813954,476,90
16,sign_eff_0.1,0.8458274398868458,0.1763085399449036,0.8691860465116279,363,90
17,sign_eff_0.15,0.8038585209003215,0.10071942446043165,0.7267441860465116,278,90
0,sign_holm_bonferroni,0.5894308943089431,0.013605442176870748,0.42028985507246375,147,90
1,sign_sidak,0.5778688524590164,0.013986013986013986,0.40869565217391307,143,90
2,sign_bonferroni,0.5749486652977412,0.014084507042253521,0.4057971014492754,142,90
3,sign_lsu,0.8296488946684005,0.24764150943396226,0.9246376811594202,424,90
4,sign_uncorr_0.01,0.8477366255144033,0.1953125,0.8956521739130435,384,90
5,sign_uncorr_0.05,0.7502799552071668,0.3886861313868613,0.9710144927536232,548,90
6,sign_eff_0.05,0.8320413436692506,0.2494172494172494,0.9333333333333333,429,90
7,sign_eff_0.1,0.8595988538681948,0.1501416430594901,0.8695652173913043,353,90
8,sign_eff_0.15,0.820097244732577,0.06985294117647059,0.7333333333333333,272,90
9,sign_holm_bonferroni,0.5790554414784395,0.007042253521126761,0.40869565217391307,142,90
10,sign_sidak,0.5714285714285714,0.0,0.4,138,90
11,sign_bonferroni,0.5654885654885655,0.0,0.39420289855072466,136,90
12,sign_lsu,0.8354755784061697,0.24942263279445728,0.9420289855072463,433,90
13,sign_uncorr_0.01,0.8399452804377565,0.20466321243523317,0.8898550724637682,386,90
14,sign_uncorr_0.05,0.7579185520361991,0.3784786641929499,0.9710144927536232,539,90
15,sign_eff_0.05,0.819672131147541,0.27455357142857145,0.9420289855072463,448,90
16,sign_eff_0.1,0.8492753623188406,0.15072463768115943,0.8492753623188406,345,90
17,sign_eff_0.15,0.7967213114754098,0.0830188679245283,0.7043478260869566,265,90
0,sign_holm_bonferroni,0.6144578313253012,0.0,0.4434782608695652,153,90
1,sign_sidak,0.6060606060606061,0.0,0.43478260869565216,150,90
2,sign_bonferroni,0.6060606060606061,0.0,0.43478260869565216,150,90
3,sign_lsu,0.8605263157894737,0.21204819277108433,0.9478260869565217,415,90
4,sign_uncorr_0.01,0.8798882681564246,0.1509433962264151,0.9130434782608695,371,90
5,sign_uncorr_0.05,0.774712643678161,0.3580952380952381,0.9768115942028985,525,90
6,sign_eff_0.05,0.8475452196382429,0.23543123543123542,0.9507246376811594,429,90
7,sign_eff_0.1,0.8726207906295754,0.11834319526627218,0.863768115942029,338,90
8,sign_eff_0.15,0.8156606851549756,0.06716417910447761,0.7246376811594203,268,90
9,sign_holm_bonferroni,0.5504201680672269,0.0,0.37971014492753624,131,90
10,sign_sidak,0.5412262156448203,0.0,0.3710144927536232,128,90
11,sign_bonferroni,0.5412262156448203,0.0,0.3710144927536232,128,90
12,sign_lsu,0.8138639281129654,0.2695852534562212,0.9188405797101449,434,90
13,sign_uncorr_0.01,0.8268156424581006,0.20215633423180593,0.8579710144927536,371,90
14,sign_uncorr_0.05,0.7415730337078652,0.3944954128440367,0.9565217391304348,545,90
15,sign_eff_0.05,0.8071519795657727,0.2785388127853881,0.9159420289855073,438,90
16,sign_eff_0.1,0.8153618906942393,0.1686746987951807,0.8,332,90
17,sign_eff_0.15,0.7845117845117845,0.0642570281124498,0.6753623188405797,249,90
0,sign_holm_bonferroni,0.4444444444444444,0.0,0.2857142857142857,98,90
1,sign_sidak,0.4444444444444444,0.0,0.2857142857142857,98,90
2,sign_bonferroni,0.4409090909090909,0.0,0.282798833819242,97,90
3,sign_lsu,0.8448275862068966,0.1671388101983003,0.8571428571428571,353,90
4,sign_uncorr_0.01,0.8502269288956127,0.11635220125786164,0.8192419825072886,318,90
5,sign_uncorr_0.05,0.7857988165680473,0.3386454183266932,0.967930029154519,502,90
6,sign_eff_0.05,0.8278688524590164,0.2210796915167095,0.8833819241982507,389,90
7,sign_eff_0.1,0.8252427184466019,0.07272727272727272,0.7434402332361516,275,90
8,sign_eff_0.15,0.7262773722627737,0.02926829268292683,0.5801749271137027,205,90
9,sign_holm_bonferroni,0.6941838649155723,0.02631578947368421,0.5393586005830904,190,90
10,sign_sidak,0.690566037735849,0.0213903743315508,0.5335276967930029,187,90
11,sign_bonferroni,0.6880907372400756,0.021505376344086023,0.5306122448979592,186,90
12,sign_lsu,0.7966706302021404,0.3273092369477912,0.9766763848396501,498,90
13,sign_uncorr_0.01,0.8363171355498721,0.255125284738041,0.9533527696793003,439,90
14,sign_uncorr_0.05,0.734475374732334,0.4196277495769882,1.0,591,90
15,sign_eff_0.05,0.8,0.32113821138211385,0.9737609329446064,492,90
16,sign_eff_0.1,0.8559782608695652,0.1984732824427481,0.9183673469387755,393,90
17,sign_eff_0.15,0.8679817905918058,0.0949367088607595,0.8338192419825073,316,90
0,sign_holm_bonferroni,0.6349206349206349,0.006211180124223602,0.46647230320699706,161,90
1,sign_sidak,0.6184738955823293,0.0064516129032258064,0.4489795918367347,155,90
2,sign_bonferroni,0.6184738955823293,0.0064516129032258064,0.4489795918367347,155,90
3,sign_lsu,0.8112745098039216,0.30021141649048627,0.9650145772594753,473,90
4,sign_uncorr_0.01,0.8372703412073491,0.2386634844868735,0.9300291545189504,419,90
5,sign_uncorr_0.05,0.7391304347826086,0.41074523396880414,0.9912536443148688,577,90
6,sign_eff_0.05,0.8229426433915212,0.28104575163398693,0.9620991253644315,459,90
7,sign_eff_0.1,0.8563458856345886,0.17914438502673796,0.8950437317784257,374,90
8,sign_eff_0.15,0.8352,0.07446808510638298,0.760932944606414,282,90
9,sign_holm_bonferroni,0.5557894736842105,0.0,0.3848396501457726,132,90
10,sign_sidak,0.5466101694915254,0.0,0.3760932944606414,129,90
11,sign_bonferroni,0.5404255319148936,0.0,0.37026239067055394,127,90
12,sign_lsu,0.8455497382198953,0.2327790973871734,0.9416909620991254,421,90
13,sign_uncorr_0.01,0.8491620111731844,0.18498659517426275,0.8862973760932945,373,90
14,sign_uncorr_0.05,0.7797001153402537,0.3549618320610687,0.9854227405247813,524,90
15,sign_eff_0.05,0.8370273794002607,0.2429245283018868,0.9358600583090378,424,90
16,sign_eff_0.1,0.8410104011887073,0.14242424242424243,0.8250728862973761,330,90
17,sign_eff_0.15,0.7884940778341794,0.06048387096774194,0.6793002915451894,248,90
0,sign_holm_bonferroni,0.6088709677419355,0.01948051948051948,0.4415204678362573,154,90
1,sign_sidak,0.6016260162601627,0.013333333333333334,0.4327485380116959,150,90
2,sign_bonferroni,0.5930470347648262,0.013605442176870748,0.4239766081871345,147,90
3,sign_lsu,0.7915632754342432,0.3125,0.9327485380116959,464,90
4,sign_uncorr_0.01,0.8100263852242744,0.2620192307692308,0.8976608187134503,416,90
5,sign_uncorr_0.05,0.7516930022573364,0.38786764705882354,0.9736842105263158,544,90
6,sign_eff_0.05,0.7896039603960396,0.315450643776824,0.9327485380116959,466,90
7,sign_eff_0.1,0.8241912798874824,0.20596205962059622,0.8567251461988304,369,90
8,sign_eff_0.15,0.7865168539325843,0.12811387900355872,0.716374269005848,281,90
9,sign_holm_bonferroni,0.5415778251599147,0.0,0.3713450292397661,127,90
10,sign_sidak,0.5384615384615384,0.0,0.3684210526315789,126,90
11,sign_bonferroni,0.5384615384615384,0.0,0.3684210526315789,126,90
12,sign_lsu,0.8359375,0.24647887323943662,0.9385964912280702,426,90
13,sign_uncorr_0.01,0.8678720445062587,0.1724137931034483,0.9122807017543859,377,90
14,sign_uncorr_0.05,0.7667804323094426,0.37243947858473,0.9853801169590644,537,90
15,sign_eff_0.05,0.8335483870967741,0.2540415704387991,0.9444444444444444,433,90
16,sign_eff_0.1,0.8647845468053492,0.12084592145015106,0.8508771929824561,331,90
17,sign_eff_0.15,0.8132231404958677,0.06463878326996197,0.7192982456140351,263,90
0,sign_holm_bonferroni,0.63671875,0.018072289156626505,0.47109826589595377,166,90
1,sign_sidak,0.6286836935166994,0.018404907975460124,0.4624277456647399,163,90
2,sign_bonferroni,0.6259842519685039,0.018518518518518517,0.4595375722543353,162,90
3,sign_lsu,0.7995110024449877,0.3072033898305085,0.9450867052023122,472,90
4,sign_uncorr_0.01,0.8253557567917206,0.2529274004683841,0.9219653179190751,427,90
5,sign_uncorr_0.05,0.7437295528898582,0.4028021015761821,0.9855491329479769,571,90
6,sign_eff_0.05,0.8,0.3080168776371308,0.9479768786127167,474,90
7,sign_eff_0.1,0.8233657858136301,0.2064343163538874,0.8554913294797688,373,90
8,sign_eff_0.15,0.8169014084507042,0.10921501706484642,0.7543352601156069,293,90
9,sign_holm_bonferroni,0.5439330543933054,0.015151515151515152,0.37572254335260113,132,90
10,sign_sidak,0.5378151260504201,0.015384615384615385,0.3699421965317919,130,90
11,sign_bonferroni,0.5378151260504201,0.015384615384615385,0.3699421965317919,130,90
12,sign_lsu,0.7773677736777368,0.3233404710920771,0.9132947976878613,467,90
13,sign_uncorr_0.01,0.8010680907877169,0.2555831265508685,0.8670520231213873,403,90
14,sign_uncorr_0.05,0.7221006564551422,0.41901408450704225,0.953757225433526,568,90
15,sign_eff_0.05,0.782608695652174,0.3137254901960784,0.9104046242774566,459,90
16,sign_eff_0.1,0.8167388167388168,0.1844380403458213,0.8179190751445087,347,90
17,sign_eff_0.15,0.7644151565074135,0.1111111111111111,0.6705202312138728,261,90
0,sign_holm_bonferroni,0.521551724137931,0.016260162601626018,0.3548387096774194,123,90
1,sign_sidak,0.5119305856832972,0.016666666666666666,0.3460410557184751,120,90
2,sign_bonferroni,0.5119305856832972,0.016666666666666666,0.3460410557184751,120,90
3,sign_lsu,0.8053691275167785,0.25742574257425743,0.8797653958944281,404,90
4,sign_uncorr_0.01,0.8241912798874824,0.20810810810810812,0.8592375366568915,370,90
5,sign_uncorr_0.05,0.7566938300349243,0.37258687258687256,0.9530791788856305,518,90
6,sign_eff_0.05,0.8010610079575596,0.2687651331719128,0.8856304985337243,413,90
7,sign_eff_0.1,0.8024132730015083,0.17391304347826086,0.7800586510263929,322,90
8,sign_eff_0.15,0.7392055267702936,0.10084033613445378,0.6275659824046921,238,90
9,sign_holm_bonferroni,0.6679611650485436,0.011494252873563218,0.5043988269794721,174,90
10,sign_sidak,0.6575342465753424,0.011764705882352941,0.49266862170087977,170,90
11,sign_bonferroni,0.6575342465753424,0.011764705882352941,0.49266862170087977,170,90
12,sign_lsu,0.817283950617284,0.2942430703624733,0.9706744868035191,469,90
13,sign_uncorr_0.01,0.8389610389610389,0.24708624708624707,0.9472140762463344,429,90
14,sign_uncorr_0.05,0.740983606557377,0.4094076655052265,0.9941348973607038,574,90
15,sign_eff_0.05,0.812807881773399,0.29936305732484075,0.967741935483871,471,90
16,sign_eff_0.1,0.8661202185792349,0.18925831202046037,0.9296187683284457,391,90
17,sign_eff_0.15,0.8460342146189735,0.09933774834437085,0.7976539589442815,302,90
0,sign_holm_bonferroni,0.6336633663366337,0.0,0.463768115942029,160,90
1,sign_sidak,0.6227544910179641,0.0,0.45217391304347826,156,90
2,sign_bonferroni,0.6172344689378757,0.0,0.4463768115942029,154,90
3,sign_lsu,0.8103448275862069,0.2955032119914347,0.9536231884057971,467,90
4,sign_uncorr_0.01,0.843915343915344,0.22384428223844283,0.9246376811594202,411,90
5,sign_uncorr_0.05,0.7472283813747228,0.39497307001795334,0.9768115942028985,557,90
6,sign_eff_0.05,0.8058968058968059,0.3006396588486141,0.9507246376811594,469,90
7,sign_eff_0.1,0.8716502115655853,0.1510989010989011,0.8956521739130435,364,90
8,sign_eff_0.15,0.8452950558213717,0.06028368794326241,0.7681159420289855,282,90
9,sign_holm_bonferroni,0.593939393939394,0.02,0.4260869565217391,150,90
10,sign_sidak,0.5720164609053497,0.014184397163120567,0.4028985507246377,141,90
11,sign_bonferroni,0.5720164609053497,0.014184397163120567,0.4028985507246377,141,90
12,sign_lsu,0.7995018679950187,0.29912663755458513,0.9304347826086956,458,90
13,sign_uncorr_0.01,0.8194070080862533,0.23425692695214106,0.881159420289855,397,90
14,sign_uncorr_0.05,0.7391786903440621,0.4010791366906475,0.9652173913043478,556,90
15,sign_eff_0.05,0.7955112219451371,0.30196936542669583,0.9246376811594202,457,90
16,sign_eff_0.1,0.814388489208633,0.19142857142857142,0.8202898550724638,350,90
17,sign_eff_0.15,0.7766990291262136,0.12087912087912088,0.6956521739130435,273,90
0,sign_holm_bonferroni,0.6953271028037383,0.015873015873015872,0.5375722543352601,189,90
1,sign_sidak,0.6818181818181818,0.01098901098901099,0.5202312138728323,182,90
2,sign_bonferroni,0.6768060836501901,0.011111111111111112,0.5144508670520231,180,90
3,sign_lsu,0.794392523364486,0.3333333333333333,0.9826589595375722,510,90
4,sign_uncorr_0.01,0.8348045397225725,0.2595078299776286,0.9566473988439307,447,90
5,sign_uncorr_0.05,0.7334754797441365,0.4189189189189189,0.9942196531791907,592,90
6,sign_eff_0.05,0.7952941176470588,0.32936507936507936,0.976878612716763,504,90
7,sign_eff_0.1,0.8746594005449592,0.17268041237113402,0.9277456647398844,388,90
8,sign_eff_0.15,0.8805970149253731,0.08950617283950617,0.8526011560693642,324,90
9,sign_holm_bonferroni,0.5086206896551724,0.0,0.34104046242774566,118,90
10,sign_sidak,0.5021645021645021,0.0,0.3352601156069364,116,90
11,sign_bonferroni,0.49891540130151846,0.0,0.33236994219653176,115,90
12,sign_lsu,0.8301886792452831,0.2222222222222222,0.8901734104046243,396,90
13,sign_uncorr_0.01,0.8283687943262411,0.18662952646239556,0.8439306358381503,359,90
14,sign_uncorr_0.05,0.7868852459016393,0.33858267716535434,0.9710982658959537,508,90
15,sign_eff_0.05,0.8256880733944955,0.2446043165467626,0.9104046242774566,417,90
16,sign_eff_0.1,0.827893175074184,0.14939024390243902,0.8063583815028902,328,90
17,sign_eff_0.15,0.7534246575342466,0.07563025210084033,0.6358381502890174,238,90
0,sign_holm_bonferroni,0.5450733752620545,0.015151515151515152,0.37681159420289856,132,90
1,sign_sidak,0.53276955602537,0.015625,0.3652173913043478,128,90
2,sign_bonferroni,0.5307855626326964,0.007936507936507936,0.36231884057971014,126,90
3,sign_lsu,0.8110344827586207,0.22631578947368422,0.8521739130434782,380,90
4,sign_uncorr_0.01,0.8208092485549133,0.18155619596541786,0.8231884057971014,347,90
5,sign_uncorr_0.05,0.7884615384615384,0.3264887063655031,0.9507246376811594,487,90
6,sign_eff_0.05,0.8165997322623829,0.24129353233830847,0.8840579710144928,402,90
7,sign_eff_0.1,0.8098159509202454,0.14006514657980457,0.7652173913043478,307,90
8,sign_eff_0.15,0.7577854671280276,0.060085836909871244,0.6347826086956522,233,90
9,sign_holm_bonferroni,0.6940298507462687,0.02617801047120419,0.5391304347826087,191,90
10,sign_sidak,0.6641221374045801,0.027932960893854747,0.5043478260869565,179,90
11,sign_bonferroni,0.6641221374045801,0.027932960893854747,0.5043478260869565,179,90
12,sign_lsu,0.7708095781071835,0.36466165413533835,0.9797101449275363,532,90
13,sign_uncorr_0.01,0.8273291925465839,0.27608695652173915,0.9652173913043478,460,90
14,sign_uncorr_0.05,0.7234490010515248,0.43234323432343236,0.9971014492753624,606,90
15,sign_eff_0.05,0.7815028901734105,0.35,0.9797101449275363,520,90
16,sign_eff_0.1,0.8473684210526315,0.22409638554216868,0.9333333333333333,415,90
17,sign_eff_0.15,0.8562962962962963,0.12424242424242424,0.8376811594202899,330,90
0,sign_holm_bonferroni,0.6266924564796905,0.05813953488372093,0.46956521739130436,172,90
1,sign_sidak,0.6213592233009708,0.058823529411764705,0.463768115942029,170,90
2,sign_bonferroni,0.6186770428015564,0.05917159763313609,0.4608695652173913,169,90
3,sign_lsu,0.7899761336515513,0.3286004056795132,0.9594202898550724,493,90
4,sign_uncorr_0.01,0.8180645161290323,0.2627906976744186,0.9188405797101449,430,90
5,sign_uncorr_0.05,0.7284345047923323,0.42424242424242425,0.991304347826087,594,90
6,sign_eff_0.05,0.7956730769230769,0.3203285420944558,0.9594202898550724,487,90
7,sign_eff_0.1,0.8246575342465754,0.21818181818181817,0.8724637681159421,385,90
